,sample,prediction,WER,runtime
51,yes, Yes.,1.0,0.9266552925109863
52,He received his Ph., He received his PH.,0.25,1.0022811889648438
53,"Since their inception, Harris has been the band's principal composer and lyricist."," Often, llama is going toensen",1.0,23.34942317008972
54,"After experiencing a mind-blowing sensual orgy, Mike was sure he had taken an overdose.", After experiencing a mind-blowing sense while origin marks was sure he had taken all of,0.42857142857142855,1.315438985824585
55,Religious festivals include the Muslim Eids and the Christian Christmas and Easter., Religious festivals include the Muslim Eats and the Christian Christmas and Easter.,0.08333333333333333,1.225226640701294
56,"What do you advise, sir?"," What do you advise, sir?",0.0,1.0488805770874023
57,"Charles looked on, angry that there was nothing he could do.", Charles looked on angry that there was nothing he could do.,0.09090909090909091,1.1741223335266113
58,Alexandria and Texas were shut down mid-season., Alexandria and Texas were shut down mid-season.,0.0,1.1227378845214844
59,"Karina Smirnoff of ""Dancing With The Stars"" hosted the following month."," Karina is full enough of dancing with the stars, hosted the following month.",0.6363636363636364,1.2721660137176514
60,It is inhibited by the pneumotaxic centre., It is inhibited by the Numa Toxic Center.,0.42857142857142855,1.121213674545288
61,Her intro later appeared on the David Holmes Essential Collection., Her intro later appeared on the David Holmes essential collection.,0.2,1.1465814113616943
62,An important person in the life of Emile Claus was the painter Jenny Montigny., An important person in the life of a million dollars was the painter Jamie Montegne.,0.35714285714285715,1.316166877746582
63,"In the United States, Federal Vehicle fleets refers to the federal government's vehicles."," In the United States, federal vehicle fleets refer to the federal government's vehicles.",0.23076923076923078,1.2683839797973633
64,There is also a garnet mine in West Redding., There is also a Garnet mine in West Reading.,0.2222222222222222,1.150296688079834
65,"They hastily drive to the plane, and flee from the dangers of the mob.", They hastily drive to the plane and flee from the dangers of the mob.,0.07142857142857142,1.2413060665130615
66,"It was won by a woman from Vara, Sweden.", It was one by a woman from a sweaty building.,0.4444444444444444,1.143827199935913
67,The prints are then delivered to the customer., The prints are then delivered to the constellers.,0.125,1.1671273708343506
68,There was a long silence., There was a long silence.,0.0,1.0295567512512207
69,Maybe he just put it there for safe keeping?, Maybe he just put it there for safekeeping.,0.2222222222222222,1.1234240531921387
70,"In spite of this, I still believed that there were men in Mars."," In spite of this, I still believe that there were many months.",0.3076923076923077,1.2247684001922607
71,"The land was ruined, and I had to find some other way to earn a living.", The land was filled and I had to find some other way to leave.,0.25,1.2460315227508545
72,"I pointed out Mars, a bright dot of light.", I pointed out Mars a bright dot of light.,0.1111111111111111,1.1210238933563232
73,I wondered if those birds were redwings?, I wondered if those birds were red wings.,0.2857142857142857,1.0978384017944336
74,The state plans to re-work those curves to improve safety., The state plans to reward those groups to improve safety.,0.2,1.1458616256713867
75,He ended up running to the bars which fortified the windows of the first floor., He ended up running to the bars which fortified the windows of the first floor.,0.0,1.271310567855835
76,"She takes him to the lift, sending him downwards."," She take him to the leaf, sending him downwards.",0.2222222222222222,1.1468749046325684
77,"I know why I want to get back to my flock, he thought."," I know why I want to get back to my flock, he thought.",0.0,1.2464866638183594
78,She is married to the rapper and playwright Baba Brinkman., She's married to the rapper and playwright Baba Bring Ben.,0.4,1.2231841087341309
79,"Many notable problem and study composers are also International Judges, including Genrikh Kasparyan.", Many notable problems and study composers are also international judges including Gendrich Kaspar Jan.,0.46153846153846156,1.388425588607788
80,Do you have Hugo's phone number?, Do you have Hugo's phone number?,0.0,1.073333978652954
81,"You should see the other guy, specifically, how good at fighting he is."," You shall see the other guy, specifically how good that fighting is.",0.3076923076923077,1.2203850746154785
82,He is of African-American and Italian descent., He is of African American-made time descent.,0.42857142857142855,1.1302342414855957
83,Lord Kingsdown funded the Kingsdown Church., Lord Kings down funded the Kings down church.,0.8333333333333334,1.0960392951965332
84,That's not Carson Sphinx., That's not Carson Spinks.,0.25,1.0503802299499512
85,Lorenz is listed as a Swiss heritage site of national significance., The orange is listed as a Swiss heritage site of national significance.,0.18181818181818182,1.1963896751403809
86,I have never in life hit a tennis ball., I have never in life hit a tennis ball.,0.0,1.1240713596343994
87,No runoff was necessary., No run off was necessary.,0.5,1.0235238075256348
88,He is the first known and undisputed member of the Gediminids., He is the first known and undisputed member of the Gemini.,0.09090909090909091,1.195554494857788
89,"When it comes to the crunch, our company will become insolvent."," When it comes to the crunch, our company will become insolvent.",0.0,1.2209930419921875
90,Lion Rock is located north west of Wong Tai Sin., Lion Rock is located northwest of Wong Taising.,0.4,1.1245243549346924
91,He also established new schools throughout Spain., He also established new schools for outspake.,0.2857142857142857,1.1249971389770508
92,Backface culling is a common trick to accelerate Three-D rendering., Backface culling is a common trick to accelerate 3D rendering.,0.1,1.2183027267456055
93,At dusk the Greek western flank was broken., Add dust to the Greek western flank was broken.,0.375,1.1177899837493896
94,We should not take for granted how fortunate we have been., We should not take for granted how fortunate we have been.,0.0,1.171391487121582
95,"Topical and up-to-the-minute, E!", Top of color and up to the minute.,1.75,1.0990874767303467
96,The farmer works the soil and produces grain., The farmer works the soil and produces grain.,0.0,1.0963478088378906
97,Don’t you understand me?, Don't you understand me?,0.25,1.0237064361572266
98,They found one such edge in Fairbairn's system., They found one such edge in Fairband system.,0.125,1.1178343296051025
99,eight, Hey,1.0,0.9188177585601807
100,"""The wind told me that you know about love"" the boy said to the sun."," The wind told me that you know about life, the boy said to the sun.",0.13333333333333333,1.3083012104034424
101,Geils began playing jazz trumpet but eventually switched to blues guitar.," JLZ began playing gas trumpet, but Evan showed a switchboard chip to Blue's guitar.",0.8181818181818182,3.8549795150756836
102,That man is your brother?, That man is your brother?,0.0,1.0224988460540771
103,There is a small Vicinity Centres shopping complex in Albion Park., There is a small vicinity centers shopping complex in Albion Park.,0.18181818181818182,1.170799732208252
104,The students colored with their crayons., The students colored with their crayons.,0.0,1.0971078872680664
105,It seemed to him that it fell to earth about one hundred miles east of here., It seemed to him that I itself took off about one point a mile east here.,0.5,1.293043851852417
106,As such it is face uniform but with irregular face polygons.," As such, it is. Face uniform but with irregular face polygons.",0.2727272727272727,1.2971696853637695
107,A tame squirrel makes a nice pet., A tame squirrel makes a nice pet.,0.0,1.0704166889190674
108,He took the fourth part and handed it to the monk., It took the first half and handed it to the mark.,0.36363636363636365,1.1728119850158691
109,He is a right-handed batsman and a left-arm slow bowler., He is a right handed batsman and the left arm slow bowler.,0.5,1.2509081363677979
110,Cador is also said to be of Roman stock., Cuddle is also said to be a Roman stock.,0.2222222222222222,1.147214651107788
111,Where will you go?, Where will you go?,0.0,0.9964659214019775
112,Get out of this!, cannot of this,0.75,0.9465303421020508
113,Only John Wayne himself surpassed McGrath in scenes in this movie.," Only John went himself so fast, Mac plurred in scenes in his room.",0.6363636363636364,1.2640557289123535
114,This will lead the world to more sound and fury., This will lead the world to more sound than two inch.,0.3,1.1708180904388428
115,Vera Schlink is a talented fund manager. She works in Vienna., Ferrisling is a talented fan manager. She works in VIN.,0.36363636363636365,1.293461799621582
116,"During the epoch, a majority of the city's buildings were erected."," During the epoch, a majority of the city's buildings were erected.",0.0,1.2201282978057861
117,Parent's Day is celebrated by both the public and the government., Parent Day celebrated by both the public and the government.,0.18181818181818182,1.1475224494934082
118,Why can't this researcher check your facts?, Why can't this researcher check your facts?,0.0,1.0968091487884521
119,'Munising' means near the island., Munison means near the island.,0.2,1.0479404926300049
120,The owner of the dwelling was not amused., The owner of the dwelling was not amused.,0.0,1.1003751754760742
121,All of this activity in Milwaukee was in no way unique., All of this activity in Milwaukee was in Norway in,0.2727272727272727,1.1431787014007568
122,William Barnes the poet also lived in Sturminster Newton.," William Barnes, the poet, also lived in Star Vista, Newtown.",0.5555555555555556,1.239382028579712
123,He was temporarily in charge of consular affairs as well., He was temporarily in charge of consular affairs as well.,0.0,1.1722371578216553
124,Thai dancers happily going through their steps in unison.," By the way, I am happy to go through the research in unison.",1.1111111111111112,1.244140863418579
125,I'm so glad to see you., I'm so glad to see you.,0.0,1.075951337814331
126,I will ask Liam if he can help me look., I will ask Liam if he can help me look.,0.0,1.141831398010254
127,This can be considerable even with identical samples., This can be considerable even with identical samples.,0.0,1.0943591594696045
128,What was he like?, What was he like?,0.0,0.9991309642791748
129,In Italy she studied law school and she spoke several languages., In a time she studied law school and she spoke several languages.,0.18181818181818182,1.2125802040100098
130,"Luckily, the dagger couldn't penetrate the bullet proof vest.", Luckily the data couldn't penetrate the bulletproof vest.,0.4444444444444444,1.156067132949829
131,"""Like everybody learns,"" he said.", Like every body learns you set.,1.2,1.0498015880584717
132,His other film roles include Who Done It?, This other film role includes who done it.,0.75,1.1038904190063477
133,How often has the train been late?, How often has the train been laid?,0.14285714285714285,1.0716121196746826
134,He is currently a member of investment bank Jefferies' Global Senior Advisory Board.," He is currently a member of the investment bank,",0.5384615384615384,2.282780647277832
135,Her father was an alderman in the city government., Our father was an older man in the city government.,0.3333333333333333,1.1423883438110352
136,"To increase his popularity in public-opinion polls, the politician started a campaign."," To increase his popularity in public opinion polls, the politicians started their campaign.",0.3333333333333333,1.2407464981079102
137,She was the first woman Senator to die in office., She was the first woman senator to die in office.,0.1,1.1435353755950928
138,"Where is it, then?", Where is this then?,0.25,0.9980959892272949
139,Always ask an objective question., Always ask an objective question.,0.0,1.0228471755981445
140,rate the current book two stars, win,1.0,6.35806679725647
141,People from all over have come to taste its bear stew., People from all over have come to test its BRS2.,0.2727272727272727,1.1928837299346924
142,More discussion is needed on how it will be financed., More discussion is needed on how it will be financed.,0.0,1.1386849880218506
143,A soldier wearing a pink scarf peers out of the top of a vehicle., The solid-yard-roving a pink scarf appears out of the top of a vehicle.,0.2857142857142857,1.3408606052398682
144,This was your plan?, This was your plan?,0.0,0.9955716133117676
145,Princess Vilas herself also contributed personally to the construction of the temple., Princess Phyllis herself also contributed personally to the construction of the temple.,0.08333333333333333,1.2431433200836182
146,"""Bambalio"" refers to a tendency to stammer.", and value refers to a convince it is general.,0.8571428571428571,1.1211416721343994
147,"""I can work for the rest of today,"" the boy answered.", I can't work for the rest of the day. The boy answered.,0.45454545454545453,1.2888128757476807
148,"I'd like to order some cinnamon pretzels, please.", I'd like to order some cinnamon pretzels please.,0.125,1.167159080505371
149,The boy was also saddened; his friend was in pursuit of his destiny., The boy was also saddened. His friend was in pursuit of his destiny.,0.15384615384615385,1.293252944946289
150,Will you do this?, Will you do this?,0.0,0.9947681427001953
151,"For almost a month, she operated along the Atlantic coast.", For almost a month she operated along the Atlantic coast.,0.1,1.1467320919036865
152,"I think it was last Thursday, but I am not sure."," I think it was last Thursday, but I'm not sure.",0.18181818181818182,1.1943333148956299
153,Women form less than half of the group., Women form less than half of the group.,0.0,1.0952122211456299
154,Men play football as a crowd watches.," Man, play football as the crowd watches.",0.2857142857142857,1.0968043804168701
155,How about once more around the park?, How about once more round the back.,0.2857142857142857,1.0729713439941406
156,It is possible that there were other visits., It is postponed their bare war and the visit.,0.875,1.1483752727508545
157,Radio will go on and on forever., The video will go on and on forever.,0.2857142857142857,1.1037681102752686
158,The genus name was given in honour of Queen Victoria of the United Kingdom., But Genus name is given in honor of Queen Victoria of United Kingdom.,0.35714285714285715,1.243407964706421
159,"A song, a Girl, a maid.", A song we got a made.,0.6666666666666666,1.0480647087097168
160,Blue Pool Road has several steep slopes., Blue Bull Road has several steep slopes.,0.14285714285714285,1.0707550048828125
161,Local branches throughout Slovakia were primarily engaged in public education and cultural activities., Local branches through rural Slovakia were primarily engaged in public education and cultural activities.,0.15384615384615385,1.2373266220092773
162,Its major industry has been slate mining., The major industry has been slate mining.,0.14285714285714285,1.072896957397461
163,"Today, Signature Flight Support services private aircraft in this area."," Today's signature flight support services private here, tap in this area.",0.6,1.212503433227539
164,Amsterdam: Mathematical Centre Tracts., Amsterdam Mathematical Center tracks.,0.75,1.0231561660766602
165,This process is intense and often lengthy., This process is intense and often lengthy.,0.0,1.071148157119751
166,The line appears today on the Tube Map as an orange stripe., The line appears to be on the tube as an orange line.,0.4166666666666667,1.1979727745056152
167,"Hey, looks like you made a new friend."," Hey, looks like you made a new friend.",0.0,1.1240735054016113
168,What kind of a proof is that?, What kind of proof is that?,0.14285714285714285,1.0499815940856934
169,That application was rejected., He is a beautiful artist.,1.25,6.047483921051025
170,They had a lot to divulge., They had a lot to do with this.,0.5,1.0945379734039307
171,This fireplace is Victorian., This fireplace is Victorian.,0.0,0.9968283176422119
172,"In surprise finish, the final score was seven to five.", And surprise finish the final score was 7 to 5.,0.4,1.142998456954956
173,Every day was there to be lived or to mark one's departure from this world., Every day was there to be lived. Our two marks were once the archer from the school.,0.6666666666666666,1.4135332107543945
174,He also spent time in Paris and London., You also spend time in Paris and London.,0.25,1.0949821472167969
175,Streetcars ran for many years without precise timetables., But as far as we can come,1.0,6.982287406921387
176,Let's go to Orba., Let's go to our bar.,0.5,1.0450949668884277
177,"Potato crisps are thinly sliced fried potatoes, eaten as a snack", Potato grips are thinly sliced fried potatoes eaten as a snack.,0.2727272727272727,1.1681125164031982
178,"The movie ""White Christmas"" also starred Bing Crosby and Danny Kaye.", The movie White Christmas also starred Bing Crosby and Daniel Kay.,0.36363636363636365,1.167978286743164
179,The staircase survives in The Swan Hotel in Bedford., The staircase survives in the Swan Hotel in Beford.,0.2222222222222222,1.1919310092926025
180,We are giving them no rest., We are getting to know rest.,0.5,1.053030252456665
181,This argument is ancient and musty and in respects an economic fallacy., This argument is ancient and mostly in respect to the economy policy.,0.5833333333333334,1.1946797370910645
182,"Subsequently, an anterior approach was introduced."," Subsequently, an interior approach was introduced.",0.16666666666666666,1.092907428741455
183,The amenability property has a large number of equivalent formulations., The M&L Belisha property has a large number of correlation formulations.,0.3,1.2471826076507568
184,"Double seaming uses rollers to shape the can, lid and the final double seam."," Double-seize the rollers to shape the can, delete and the final double-seal.",0.42857142857142855,1.3908207416534424
185,See sources below., See sources below.,0.0,0.9733200073242188
186,Throughout the entire day we will be on the lookout for our enemies., Throughout the entire day we will be on the lookout for our enemies.,0.0,1.2181801795959473
187,Since that time he has lived in London., Since the time he has lived in London.,0.125,1.095653772354126
188,I am going to Germany tomorrow., I am going to Germany tomorrow.,0.0,1.044602870941162
189,The village's topography is mostly flat., The video is topography is mostly flat.,0.3333333333333333,1.0946109294891357
190,Plastic surgery has become more popular., Plastic surgery has become more popular.,0.0,1.0504484176635742
191,The district is represented by Republican Mike Johnson., The district is represented by Republican Mike Johnson.,0.0,1.096893548965454
192,These original parts of the hospital are now administrative and social accommodation., There are regional parts of the hospital are now at the Ministry of Under Social Accommodation.,0.8333333333333334,1.3406832218170166
193,She wanted to do penance.," See, wanted to do penance.",0.2,1.0717217922210693
194,"With no weapons, the only attack option open to him was aerial ramming."," With no weapons, the only attack option opened to him was aerial ramming.",0.07692307692307693,1.2653446197509766
195,It was in Sixpenny Hundred and the lord and tenant-in-chief was Shaftesbury Abbey., It was in six penny hundred and the Lord and tenant in chief was shutters bereaved abbey.,0.7692307692307693,1.4364326000213623
196,"Sooner or later Three brothers, three castles."," Sumer or later three brothers, three castles.",0.2857142857142857,1.1214351654052734
197,"The sandwich comes with ham, cheese, tomatoes, mayonnaise, pickles."," The sandwich comes with ham, cheese, tomatoes, mayonnaise, pickles.",0.0,1.291633129119873
198,It is made by mounting a sidecar to a regular bicycle., is made by mounting a sidecar to a regular bicycle.,0.09090909090909091,1.1717321872711182
199,Touchscreens do not provide haptic feedback., That screen is do not provide head peak feedback.,0.8333333333333334,1.1252636909484863
200,It was a tent like many at the oasis., It was a tent like many at the Oasis.,0.1111111111111111,1.1427404880523682
201,"The episode ""Father's Day"" depicts two younger versions of Jackie also played by Coduri.", I hope you enjoyed watching Sawzagno today elected,1.0,7.534675121307373
202,"Within his genre, Di Giorgio is respected for his highly technical playing skills."," Within his genre, DiGiorgio is respected for his highly technical playing skills.",0.15384615384615385,1.295090913772583
203,"Fouls, on the other hand, can occur only while the ball is in play.", Falls on the other hand can occur only while the ball is in play.,0.14285714285714285,1.2422385215759277
204,"In pure vacuum, some weak scattering of light by light exists as well.", In pure vacuum some weak scattering applied by light exists as well.,0.23076923076923078,1.1965034008026123
205,"""ReBoot"" has been the recipient of several awards.", Reboot has been the recipient of several awards.,0.125,1.1191563606262207
206,"Since leaving office, he has also attended a number of other events of significance."," Since living of this, he has attended a number of other events of the unique cards.",0.5,1.3211452960968018
207,"""Fatima,"" the girl said, averting her eyes."," Fatima the girl said, averting her eyes.",0.14285714285714285,1.1390936374664307
208,"Hey Lucy, have you remembered the lyrics for the anthem yet?"," Hey Lucy, have you remembered the lyrics from the Antomia?",0.2727272727272727,1.2156641483306885
209,"It was named for Judson LaMoure, a state legislator."," It was named for Judson Almora, a state legislator.",0.1111111111111111,1.218770980834961
210,Indeed the scene was very beautiful.,,1.0,0.901674747467041
211,The ocean surrounding the islands is covered with ice most of the year., The ocean surrounding the islands is covered with ice most of the year.,0.0,1.2187728881835938
212,Are you sure that is exactly what happened?, Are you sure that is exactly what happened?,0.0,1.0945470333099365
213,A remixed and remastered edition of Sluggo!, A remixed and remastered edition of Slogo.,0.14285714285714285,1.1403625011444092
214,She also taught journalism at the University of California at Berkeley., She also taught journalism at the University of California at Berkeley.,0.0,1.1763041019439697
215,"In the public imagination, however, Henson became synonymous with Uncle Tom."," In the public imagination however, Henson became synonymous with Uncle Tom.",0.09090909090909091,1.222653865814209
216,The University is a member of several organizations of colleges and universities., The University is a member of several organizations of colleges and universities.,0.0,1.2080802917480469
217,Henry Ford donated much of the necessary land as did many local farmers., Henry Ford donated much of the necessary land as did many local farmers.,0.0,1.2148323059082031
218,"The current competition includes ""V Jump"" and ""Saikyo Jump"".", The correct competition includes V-jap and Cytio Jap.,0.5555555555555556,1.2449305057525635
219,No one has ever done it before., No one has ever done it before.,0.0,1.0726709365844727
220,What game do you want to play?, What game do you want to play?,0.0,1.0691649913787842
221,The completed chartering contract is known as a charter party., The completed charting conduct is known as the chartel party.,0.4,1.1933543682098389
222,Its shape and coloration is reminiscent of a brown trout., Its shape and coloration is reminiscent of a brown trout.,0.0,1.1671032905578613
223,"Maybe the church, with the sycamore growing from within, had been haunted.", Maybe the church with the Sycamar growing from within have been haunted. The church with the Sycamar growing from within. The church with the Sycamar growing from within. The church with the Sycamar growing from within. The church with the Sycamar growing from within. The church with the Sycamar growing from within. The church with the Sycamar growing from within. The church with the Sycamar growing from within. The church with the Sycamar growing from within. The church with the Sycamar growing from within. The church with the Sycamar growing from within. The church with the Sycamar growing from within. The church with the Sycamar growing from within. The church with the Sycamar growing from within. The church with the Sycamar growing from within.,9.666666666666666,6.710941553115845
224,It is important to note that not all postcards had images made by Haberkorn., It is important to note that all postcards had images made by Habakon.,0.14285714285714285,1.2959115505218506
225,The album was well received by several critics., The album was well received by several critics.,0.0,1.0925359725952148
226,She also is a faculty member at the Tanglewood Music Center., She also is a faculty member at the Daniel Lort music center.,0.36363636363636365,1.2186613082885742
227,There are three amino acid residues responsible for this G to M phase transition., There are three amino acid residues responsible for this G2M phase transition.,0.21428571428571427,1.2451496124267578
228,Modern traditions focus on sharing and social bonds., Modern traditions focus on sharing and social bonds.,0.0,1.0984094142913818
229,I'll go right after it., I will go right after it.,0.4,1.0455396175384521
230,You will need to know to build your own custom environment., You need to know to build your own custom environment.,0.09090909090909091,1.1444246768951416
231,An awesome picture of a young woman jumping in the air, An awesome picture of a young woman jumping in the air.,0.09090909090909091,1.1706874370574951
232,"Sure, see you there!"," Sure, see you, beer.",0.5,1.0668442249298096
233,The bridge remained closed for the next two years., The bridge remained closed for the next two years.,0.0,1.126312255859375
234,Did you hear anything?, Did you hear anything?,0.0,0.9965536594390869
235,Some concurrent programming models include coprocesses and deterministic concurrency., Some concurrent programming models include code processes and deterministic concurrency.,0.2222222222222222,1.1938354969024658
236,"Major bodies of water include Lake Shastina, Dwinnell Reservoir and Trout Lake."," Major bodies of water include Lake Shostina, Twanelle Reservoir, and Trout Lake.",0.25,1.3675510883331299
237,Some storms are worth the wreckage., Some songs are worth the wreckage.,0.16666666666666666,1.04911470413208
238,five, Bye!,1.0,0.9231808185577393
239,Alcoholics may also require treatment for other psychotropic drug addictions and drug dependences., Hulk colleagues may also require treatment for other presychotropic drug addictions and drug dependence.,0.3076923076923077,1.3440120220184326
240,The vamp of the shoe had a gold buckle., The vamp of the shoe had a gold buckle.,0.0,1.1438610553741455
241,Have you been to Japan?, Have you been to Japan?,0.0,1.0291452407836914
242,This convention is a natural., This convention is a natural.,0.0,1.0306899547576904
243,"Unfortunately, there's not enough of that to be found in this game."," Unfortunately, there is not enough of that to be found in this game.",0.16666666666666666,1.2422995567321777
244,So he decided to choose the area for opening up for cultivation.," So, he decided to chose the RF opening for accreditation.",0.5,1.1950395107269287
245,three, 3,1.0,0.9035136699676514
246,"The final medal tally was led by host Vietnam, followed by Thailand and Indonesia.", The final medal tally was led by host Vietnam followed by Thailand and Indonesia. We'll stop.,0.21428571428571427,1.3854889869689941
247,The tea was a little bit too hot., The tea was a little bit too hot.,0.0,1.0963869094848633
248,"Sisters Kimberly and Tiffany, and brother Ryan."," Sisters, Kimberly and Tiffany, and Brother Ryan.",0.2857142857142857,1.1207902431488037
249,It is the only Paxton Township statewide., It is only packed in townships statewide.,0.5714285714285714,1.0953409671783447
250,"Followers of Glabados use the word ""Faram"" to affirm their prayers.", The followers of the planet is the word for them to affirm their prayers.,0.6363636363636364,1.2392358779907227
251,After having advertised wine he sells vinegar., After having advertised wine he shall vinegar.,0.14285714285714285,1.0714325904846191
252,It continues as a tollway until its terminus in Hillside., It continues as a toe light until it's turn it and it'll side.,0.8,1.2677533626556396
253,Her mom took her to the judo class at four o'clock., That's a great combination of those before.,1.0,6.138387441635132
254,Thailand turned out to be a very satisfying holiday., Thailand turned out to be a very satisfying holiday.,0.0,1.1210477352142334
255,"The series' writers included McGovern, Danny Brocklehurst, Alice Nutter and Shaun Duggan."," The series writers included McGovern, Dany, B",0.6666666666666666,1.14178466796875
256,"The towerblock pictured is the south face of Kestrel House on City Road, London.", The Tower Block picture is the south face of Kestrel House on CD Road London.,0.35714285714285715,1.3121328353881836
257,It is next to Burnhamthorpe Collegiate Institute and the Burnhamthorpe Square office complex.," It is next to Bern-Hamtor, Collegate Institute and Zebur-Hamtor Square Office Complex.",0.46153846153846156,1.5630855560302734
258,"However, he never fully recovered from his wounds and died relatively early."," I think you want to say that however, it never really public from the entire community fairly.",1.4166666666666667,1.3428237438201904
259,His first trainers was Vitaliy Khmelnytskyi., His first 1922,0.6666666666666666,6.338242769241333
260,Talk is a crucial link between parents and children., Talk is a crucial link between parents and children.,0.0,1.120647668838501
261,Morse found fame relatively late in life.," More found, fame relatively late in life.",0.2857142857142857,1.0954573154449463
262,Arizona Republican State Senator Karen Johnson joined the protest in support., Arizona Republican State Senator Karen Johnson joined a protest in support.,0.09090909090909091,1.1690075397491455
263,Like an old fire horse., like a mode for a horse.,1.0,1.0483591556549072
