,sample,prediction,WER,runtime
39,Add the column and put the sum here.,Add the column and put the sum here.,0.0,1.5723750591278076
40,"Hello, Benjamin.",Hello Benjamin.,0.5,1.5071568489074707
41,"After playing tennis in virtual reality, he felt dizzy.","After playing tennis and virtual reality, he felt dizzy.",0.1111111111111111,1.594759225845337
42,A mansion was usually set on a one square.,A mention was usually sheet on a 1 square.,0.3333333333333333,1.5855393409729004
43,Have you the key?,Have you the key?,0.0,1.5281445980072021
44,Rapidan Campaign May–June.,With a campaign made June.,1.6666666666666667,1.5331571102142334
45,"Alston commented that he felt the cartoonist ""might have had some racial intent"".",Alston commented that he felt the cartoonist might have had some racial intent.,0.15384615384615385,1.650395154953003
46,Doing a handstand needs a lot of practice to learn.,Doing a handstand needs a lot of practice to learn.,0.0,1.603804349899292
47,Man in red tshirt and baseball cap viewed from above he is has a pile of posters,Man in reality shirt and baseball cap viewed from above he has a pile of posture.,0.23529411764705882,1.658174991607666
48,The two films were then released within one day of each other.,The two films were then released within one day of each other.,0.0,1.6225612163543701
49,‘What did he say his name was?’ asked the captain.,What did he say his name was asked the captain?,0.3,1.6671521663665771
50,"At the hospital, I met a very nice nurse.",Got me hospital. I met a very nice nurse.,0.3333333333333333,1.5920701026916504
51,yes,Yes.,1.0,1.4981744289398193
52,He received his Ph.,He received his PH dot.,0.5,1.5394489765167236
53,"Since their inception, Harris has been the band's principal composer and lyricist.",(speaking foreign language),1.0,1.6868946552276611
54,"After experiencing a mind-blowing sensual orgy, Mike was sure he had taken an overdose.","After experiencing a mind blowing sense of allergy, marks was sure he had taken all over those.",0.6428571428571429,1.6883065700531006
55,Religious festivals include the Muslim Eids and the Christian Christmas and Easter.,Religious festivals include the Muslim AIDS and the Christian Christmas and Easter.,0.08333333333333333,1.6153111457824707
56,"What do you advise, sir?","What do you advise, sir?",0.0,1.545586109161377
57,"Charles looked on, angry that there was nothing he could do.",Charles looked on angry that there was nothing he could do.,0.09090909090909091,1.6185979843139648
58,Alexandria and Texas were shut down mid-season.,Alexandria and Texas were shut down mid-season.,0.0,1.5767943859100342
59,"Karina Smirnoff of ""Dancing With The Stars"" hosted the following month.","Karina is full enough of dancing with the stars, hosted the following month.",0.6363636363636364,1.6527247428894043
60,It is inhibited by the pneumotaxic centre.,It is inhibited by the Numa Toxic Center.,0.42857142857142855,1.5917832851409912
61,Her intro later appeared on the David Holmes Essential Collection.,Her intro later appeared on the David Holmes essential collection.,0.2,1.5929343700408936
62,An important person in the life of Emile Claus was the painter Jenny Montigny.,An important person in their life was the painter Jamie Monteki.,0.42857142857142855,1.644944190979004
63,"In the United States, Federal Vehicle fleets refers to the federal government's vehicles.","In the United States, federal vehicle fleets refer to the federal government's vehicles.",0.23076923076923078,1.6505789756774902
64,There is also a garnet mine in West Redding.,There is also a garnet mine in West Reading.,0.1111111111111111,1.5988941192626953
65,"They hastily drive to the plane, and flee from the dangers of the mob.",They hastily drive to the plane and flee from the dangers of the mud.,0.14285714285714285,1.6479945182800293
66,"It was won by a woman from Vara, Sweden.","It was one boy, a woman from Sweden.",0.3333333333333333,1.611816644668579
67,The prints are then delivered to the customer.,The planes are then delivered to the constraints.,0.25,1.5867924690246582
68,There was a long silence.,There was a long silence.,0.0,1.5332272052764893
69,Maybe he just put it there for safe keeping?,Maybe he just put it there for safekeeping.,0.2222222222222222,1.5845553874969482
70,"In spite of this, I still believed that there were men in Mars.","In spite of this, I still believe that there were many minds.",0.3076923076923077,1.63055419921875
71,"The land was ruined, and I had to find some other way to earn a living.",*whispers* The land was filled and I had to find some other way to improve.,0.3125,1.6346004009246826
72,"I pointed out Mars, a bright dot of light.",I pointed out Mars a bright dot of light.,0.1111111111111111,1.5826537609100342
73,I wondered if those birds were redwings?,I wondered if those birds were red wings.,0.2857142857142857,1.570681095123291
74,The state plans to re-work those curves to improve safety.,The state plans to rework those groups to improve safety.,0.2,1.601057529449463
75,He ended up running to the bars which fortified the windows of the first floor.,He ended up running to the bars which fortified the windows of the first floor.,0.0,1.6556169986724854
76,"She takes him to the lift, sending him downwards.","She take him to the leaf, sending him downwards.",0.2222222222222222,1.5905628204345703
77,"I know why I want to get back to my flock, he thought.","I know why I want to get back to my flock, he thought.",0.0,1.6453075408935547
78,She is married to the rapper and playwright Baba Brinkman.,She's married to the rapper and playwright Baba Bring Ben.,0.4,1.6271920204162598
79,"Many notable problem and study composers are also International Judges, including Genrikh Kasparyan.",Many notable problems and study composers are also international judges including Gendrich Kasparian.,0.38461538461538464,1.6818253993988037
80,Do you have Hugo's phone number?,Do you have Hugo's phone number?,0.0,1.5696523189544678
81,"You should see the other guy, specifically, how good at fighting he is.","You shall see the other guy, specifically how good that fighting is.",0.3076923076923077,1.6398358345031738
82,He is of African-American and Italian descent.,He is of African American-related time to send.,0.7142857142857143,1.583083152770996
83,Lord Kingsdown funded the Kingsdown Church.,Lord Kings down funded. The Kings down church.,1.1666666666666667,1.591416597366333
84,That's not Carson Sphinx.,That's not Carson Spinks.,0.25,1.5518033504486084
85,Lorenz is listed as a Swiss heritage site of national significance.,Orange is listed as a Swiss heritage site of national significance.,0.09090909090909091,1.594512939453125
86,I have never in life hit a tennis ball.,I have never in life hit a tennis ball.,0.0,1.5832011699676514
87,No runoff was necessary.,No run-off was necessary.,0.25,1.5470657348632812
88,He is the first known and undisputed member of the Gediminids.,He is the first known and undisputed member of the Jiminids.,0.09090909090909091,1.6966450214385986
89,"When it comes to the crunch, our company will become insolvent.","When it comes to the crunch, our company will become insolvent.",0.0,1.643359661102295
90,Lion Rock is located north west of Wong Tai Sin.,Lion Rock is located northwest of Wangtai Sing.,0.5,1.589843511581421
91,He also established new schools throughout Spain.,He also established new schools for outspake.,0.2857142857142857,1.587310791015625
92,Backface culling is a common trick to accelerate Three-D rendering.,Backface culling is a common trick to accelerate 3D rendering.,0.1,1.6320087909698486
93,At dusk the Greek western flank was broken.,Add dust to the Greek western flank was broken.,0.375,1.5805177688598633
94,We should not take for granted how fortunate we have been.,We should not take for granted how fortunate we have been.,0.0,1.6115269660949707
95,"Topical and up-to-the-minute, E!","Top of coal and up to the minute, eeee.",2.0,1.6018710136413574
96,The farmer works the soil and produces grain.,The farmer works the soil and produces grain.,0.0,1.570199966430664
97,Don’t you understand me?,Don't you understand me?,0.25,1.5430431365966797
98,They found one such edge in Fairbairn's system.,They found one such edge-in farewell system.,0.375,1.59446382522583
99,eight,Aimed.,1.0,1.5036041736602783
100,"""The wind told me that you know about love"" the boy said to the sun.","The wind told me that you know about life, the boy said to the sun.",0.13333333333333333,1.6707594394683838
101,Geils began playing jazz trumpet but eventually switched to blues guitar.,"Just began playing gas tone pad, but everyone showed a switch head to Blue's guitar.",0.9090909090909091,1.6648001670837402
102,That man is your brother?,That man is your brother?,0.0,1.5370526313781738
103,There is a small Vicinity Centres shopping complex in Albion Park.,There is a small vicinity centers shopping complex in Albion Park.,0.18181818181818182,1.6046631336212158
104,The students colored with their crayons.,The students colored with their crayons.,0.0,1.568053960800171
105,It seemed to him that it fell to earth about one hundred miles east of here.,It seemed to him that I itself took off about one quarter miles east here.,0.375,1.6568784713745117
106,As such it is face uniform but with irregular face polygons.,"As such, it is, face uniform but with irregular face polygons.",0.18181818181818182,1.6395645141601562
107,A tame squirrel makes a nice pet.,The tamed squirrel makes a nice pet.,0.2857142857142857,1.5662803649902344
108,He took the fourth part and handed it to the monk.,"here to the first half, and hand it to the mark",0.5454545454545454,1.572282314300537
109,He is a right-handed batsman and a left-arm slow bowler.,He is a right handed batsman and the left arm slow bowler.,0.5,1.6498746871948242
110,Cador is also said to be of Roman stock.,"""Cador"" is also said to be a Roman stock.",0.2222222222222222,1.6119627952575684
111,Where will you go?,Where will you go?,0.0,1.5292565822601318
112,Get out of this!,cannot of this,0.75,1.515176773071289
113,Only John Wayne himself surpassed McGrath in scenes in this movie.,"Only John went himself so fast, Mac blurred in scenes in this movie.",0.45454545454545453,1.6388616561889648
114,This will lead the world to more sound and fury.,This will lead the world to more sound than human.,0.2,1.5950932502746582
115,Vera Schlink is a talented fund manager. She works in Vienna.,Herashling is a talented fan manager. She works in Vienna.,0.2727272727272727,1.8739840984344482
116,"During the epoch, a majority of the city's buildings were erected.","During the epoch, a majority of the city's buildings were erected.",0.0,1.6198396682739258
117,Parent's Day is celebrated by both the public and the government.,Parent Day celebrated by both the public and the government.,0.18181818181818182,1.5963726043701172
118,Why can't this researcher check your facts?,Why can't this researcher check your facts?,0.0,1.5659914016723633
119,'Munising' means near the island.,Munison means near the island.,0.2,1.5624244213104248
120,The owner of the dwelling was not amused.,The owner of the dwelling was not amused.,0.0,1.568216323852539
121,All of this activity in Milwaukee was in no way unique.,All of this activity in Milwaukee wasn't nowhere unique.,0.36363636363636365,1.6058688163757324
122,William Barnes the poet also lived in Sturminster Newton.,"William Barnes, the poet, also lived in Star-Mr. Newtown.",0.4444444444444444,1.6433823108673096
123,He was temporarily in charge of consular affairs as well.,He was temporarily in charge of consular affairs as well.,0.0,1.6100945472717285
124,Thai dancers happily going through their steps in unison.,"By the way, happy is going through the research in UNISM.",0.8888888888888888,1.699099063873291
125,I'm so glad to see you.,And so glad to see you.,0.16666666666666666,1.5681226253509521
126,I will ask Liam if he can help me look.,I will ask Liam if he can help me look.,0.0,1.5885987281799316
127,This can be considerable even with identical samples.,This can be considerable even with identical samples.,0.0,1.5869860649108887
128,What was he like?,What was he like?,0.0,1.530705213546753
129,In Italy she studied law school and she spoke several languages.,"In a story, she studied law school and she spoke several languages.",0.18181818181818182,1.6167323589324951
130,"Luckily, the dagger couldn't penetrate the bullet proof vest.","Luckily, the data couldn't penetrate the bulletproof vest.",0.3333333333333333,1.6044046878814697
131,"""Like everybody learns,"" he said.",Like every body learns you serve.,1.2,1.5547516345977783
132,His other film roles include Who Done It?,"These other film roles include ""Who Done It?""",0.375,1.6337611675262451
133,How often has the train been late?,How often has the drain been laid?,0.2857142857142857,1.576495885848999
134,He is currently a member of investment bank Jefferies' Global Senior Advisory Board.,He is currently a member of Investment Bank Air Force Global Senior Advisory Board.,0.3076923076923077,1.662050485610962
135,Her father was an alderman in the city government.,Our father was an older man in the city government.,0.3333333333333333,1.589986801147461
136,"To increase his popularity in public-opinion polls, the politician started a campaign.","To increase his popularity in public document calls, the politicians started the campaign.",0.4166666666666667,1.632957935333252
137,She was the first woman Senator to die in office.,She was the first woman senator to die in office.,0.1,1.594728708267212
138,"Where is it, then?",Where is it then?,0.25,1.5403432846069336
139,Always ask an objective question.,Always ask an objective question.,0.0,1.5516889095306396
140,rate the current book two stars,I think I want to go to $50.,1.3333333333333333,1.6509678363800049
141,People from all over have come to taste its bear stew.,People from all over have come to test. It's bear stew.,0.18181818181818182,1.6214885711669922
142,More discussion is needed on how it will be financed.,More discussion is needed on how it will be financed.,0.0,1.5900707244873047
143,A soldier wearing a pink scarf peers out of the top of a vehicle.,"Also, your reviewing a pink scarf appears out of the top of a vehicle.",0.2857142857142857,1.6553847789764404
144,This was your plan?,This was your plan?,0.0,1.5290203094482422
145,Princess Vilas herself also contributed personally to the construction of the temple.,Princess Phyllis herself also contributed personally to the construction of the temple.,0.08333333333333333,1.6326978206634521
146,"""Bambalio"" refers to a tendency to stammer.",And value refers to a convince it is general.,0.8571428571428571,1.5930111408233643
147,"""I can work for the rest of today,"" the boy answered.",I can't work for the rest of the day. The boy answered.,0.45454545454545453,1.6279544830322266
148,"I'd like to order some cinnamon pretzels, please.","I'd like to order some cinnamon pretzels, please.",0.0,1.6011419296264648
149,The boy was also saddened; his friend was in pursuit of his destiny.,The boy was also saddened. His friend was in pursuit of his testing.,0.23076923076923078,1.6453759670257568
150,Will you do this?,Will you do this?,0.0,1.5289742946624756
151,"For almost a month, she operated along the Atlantic coast.",For almost a month she operated along the Atlantic coast.,0.1,1.5895798206329346
152,"I think it was last Thursday, but I am not sure.","I think it was last Thursday, but I'm not sure.",0.18181818181818182,1.604081153869629
153,Women form less than half of the group.,Women form less than half of the group.,0.0,1.5691642761230469
154,Men play football as a crowd watches.,"Man, play football as the crowd watches.",0.2857142857142857,1.5738751888275146
155,How about once more around the park?,Power power one more round the back.,0.7142857142857143,1.5659918785095215
156,It is possible that there were other visits.,It is possible that there were other visits.,0.0,1.5679848194122314
157,Radio will go on and on forever.,Maybe we go on and on forever.,0.2857142857142857,1.5602216720581055
158,The genus name was given in honour of Queen Victoria of the United Kingdom.,But Genus name is given in honor of Queen Victoria of the United Kingdom.,0.2857142857142857,1.6478450298309326
159,"A song, a Girl, a maid.",A song we got image.,0.8333333333333334,1.5425689220428467
160,Blue Pool Road has several steep slopes.,Blue Bull Road has several steep slopes.,0.14285714285714285,1.5639145374298096
161,Local branches throughout Slovakia were primarily engaged in public education and cultural activities.,Local branches throughout Slovakia were primarily engaged in public education and cultural activities.,0.0,1.626462697982788
162,Its major industry has been slate mining.,The major industry has been slate mining.,0.14285714285714285,1.560732126235962
163,"Today, Signature Flight Support services private aircraft in this area.","Today's signature flight support services private here, tap in this area.",0.6,1.6515748500823975
164,Amsterdam: Mathematical Centre Tracts.,Amsterdam Mathematical Center tracks.,0.75,1.5342676639556885
165,This process is intense and often lengthy.,This process is intense and often lengthy.,0.0,1.5648956298828125
166,The line appears today on the Tube Map as an orange stripe.,"The line appears today on the tube, as I'm watching this line.",0.5,1.6335127353668213
167,"Hey, looks like you made a new friend.","Hey, looks like you made a new friend.",0.0,1.5804774761199951
168,What kind of a proof is that?,What kind of proof is that?,0.14285714285714285,1.5525288581848145
169,That application was rejected.,Thank you very much.,1.0,1.5397160053253174
170,They had a lot to divulge.,They had a lot to do with this.,0.5,1.5676686763763428
171,This fireplace is Victorian.,This fireplace is Victorian.,0.0,1.5329065322875977
172,"In surprise finish, the final score was seven to five.","And surprise finish, the final score was 7-5.",0.4,1.595597505569458
173,Every day was there to be lived or to mark one's departure from this world.,Every day was there to be lived. Artemarks was the archer from this world.,0.4,1.6920592784881592
174,He also spent time in Paris and London.,You also spend time in Paris and London.,0.25,1.5729427337646484
175,Streetcars ran for many years without precise timetables.,Three cars run for many years without precise timing.,0.5,1.5918800830841064
176,Let's go to Orba.,Let's go to Arba.,0.25,1.548314094543457
177,"Potato crisps are thinly sliced fried potatoes, eaten as a snack",Potato grips are thinly sliced fried potatoes eaten as a snack.,0.2727272727272727,1.6081910133361816
178,"The movie ""White Christmas"" also starred Bing Crosby and Danny Kaye.",The movie White Christmas also started beating Crosby and Daniel K.,0.5454545454545454,1.6041159629821777
179,The staircase survives in The Swan Hotel in Bedford.,The staircase survives in the swollen maternal bedford.,0.5555555555555556,1.595299243927002
180,We are giving them no rest.,We are getting no rest.,0.3333333333333333,1.5408012866973877
181,This argument is ancient and musty and in respects an economic fallacy.,This argument is ancient and mostly in respect to the economy policy.,0.5833333333333334,1.6162500381469727
182,"Subsequently, an anterior approach was introduced.",Subsequently an interior approach was introduced.,0.3333333333333333,1.5639305114746094
183,The amenability property has a large number of equivalent formulations.,The M&L deletion property has a large number of correlation formulations.,0.3,1.6368930339813232
184,"Double seaming uses rollers to shape the can, lid and the final double seam.","Double simming use rulers to shape the can, delete and the final double sim.",0.35714285714285715,1.6674766540527344
185,See sources below.,See sources below.,0.0,1.5218596458435059
186,Throughout the entire day we will be on the lookout for our enemies.,Throughout the entire day we will be on the lookout for our enemies,0.07692307692307693,1.622410774230957
187,Since that time he has lived in London.,since the time he has lived in London.,0.25,1.6738760471343994
188,I am going to Germany tomorrow.,I am going to Germany tomorrow.,0.0,1.552262544631958
189,The village's topography is mostly flat.,David i's topography is mostly flat.,0.3333333333333333,1.577918529510498
190,Plastic surgery has become more popular.,Plastic surgery has become more popular.,0.0,1.5540237426757812
191,The district is represented by Republican Mike Johnson.,The district is represented by Republican Mike Johnson.,0.0,1.577488660812378
192,These original parts of the hospital are now administrative and social accommodation.,"There's the regional parts of the hospital are now, and the ministry defines the social accommodation.",0.75,1.674633264541626
193,She wanted to do penance.,"See, wanted to do penance.",0.2,1.6361889839172363
194,"With no weapons, the only attack option open to him was aerial ramming.","With no weapons, the only attack option opened to him was aerial ramming.",0.07692307692307693,1.6446785926818848
195,It was in Sixpenny Hundred and the lord and tenant-in-chief was Shaftesbury Abbey.,It was in six penny hundred and the Lord and tenant in chief were shutters bereaved abbey.,0.8461538461538461,1.7212316989898682
196,"Sooner or later Three brothers, three castles.","Sumer or later three brothers, three castles.",0.2857142857142857,1.5845732688903809
197,"The sandwich comes with ham, cheese, tomatoes, mayonnaise, pickles.","The sandwich comes with ham, cheese, tomatoes, mayonnaise, pickles.",0.0,1.6511402130126953
198,It is made by mounting a sidecar to a regular bicycle.,Is made by mounting a sidecar to a regular bicycle.,0.18181818181818182,1.6015636920928955
199,Touchscreens do not provide haptic feedback.,thus cranes do not provide a big feedback,0.8333333333333334,1.5778439044952393
200,It was a tent like many at the oasis.,It was a tent like many at the Oasis.,0.1111111111111111,1.5902230739593506
201,"The episode ""Father's Day"" depicts two younger versions of Jackie also played by Coduri.",[MUSIC PLAYING],1.0,1.5373151302337646
202,"Within his genre, Di Giorgio is respected for his highly technical playing skills.","Within his genre, DiGiorgio is respected for his highly technical playing skills.",0.15384615384615385,1.6659681797027588
203,"Fouls, on the other hand, can occur only while the ball is in play.",Falls on the other hand can occur only while the ball is in play.,0.14285714285714285,1.6478769779205322
204,"In pure vacuum, some weak scattering of light by light exists as well.",In pure vacuum some weak scattering applied by light exists as well.,0.23076923076923078,1.7770488262176514
205,"""ReBoot"" has been the recipient of several awards.",Reboot has been the recipient of several awards.,0.125,1.5618724822998047
206,"Since leaving office, he has also attended a number of other events of significance.","Since living of this, he has attended a number of other events of significance.",0.2857142857142857,1.662259578704834
207,"""Fatima,"" the girl said, averting her eyes.","Fatima Da Girl said, aborting her eyes.",0.5714285714285714,1.6532697677612305
208,"Hey Lucy, have you remembered the lyrics for the anthem yet?","Hey Lucy, have you remembered the lyrics from the Antimia?",0.2727272727272727,1.6316509246826172
209,"It was named for Judson LaMoure, a state legislator.","It was named for Judson or Morris, state legislator.",0.2222222222222222,1.6087462902069092
210,Indeed the scene was very beautiful.,[ Silence ],1.0,1.5560414791107178
211,The ocean surrounding the islands is covered with ice most of the year.,The ocean surrounding the islands is covered with ice most of the year.,0.0,1.6988434791564941
212,Are you sure that is exactly what happened?,Are you sure that it is exactly what happened?,0.125,1.586745262145996
213,A remixed and remastered edition of Sluggo!,a remixed and remastered edition of Sluggo,0.2857142857142857,1.795947790145874
214,She also taught journalism at the University of California at Berkeley.,She also taught journalism at the University of California at Berkeley.,0.0,1.6141331195831299
215,"In the public imagination, however, Henson became synonymous with Uncle Tom.","In the public imagination, however, Henson became synonymous with Uncle Tom.",0.0,1.6366591453552246
216,The University is a member of several organizations of colleges and universities.,The University is a member of several organizations of colleges and universities.,0.0,1.6150715351104736
217,Henry Ford donated much of the necessary land as did many local farmers.,Henry Ford donated much of the necessary land as did many local farmers.,0.0,1.638228178024292
218,"The current competition includes ""V Jump"" and ""Saikyo Jump"".",The correct competition includes VGEP and CITU JAMP.,0.5555555555555556,1.681105136871338
219,No one has ever done it before.,No one has ever done it before.,0.0,1.6086149215698242
220,What game do you want to play?,What game do you want to play?,0.0,1.5622758865356445
221,The completed chartering contract is known as a charter party.,The completed charting conductee is known as a chartel party.,0.3,1.625206470489502
222,Its shape and coloration is reminiscent of a brown trout.,Its shape and coloration is reminiscent of a brown trout.,0.0,1.60221266746521
223,"Maybe the church, with the sycamore growing from within, had been haunted.",Maybe the church with the Sycamar growing from within had been haunted.,0.25,1.6504533290863037
224,It is important to note that not all postcards had images made by Haberkorn.,It is important to know that all postcards had images made by Havocone.,0.21428571428571427,1.6600720882415771
225,The album was well received by several critics.,The album was well received by several critics.,0.0,1.580106496810913
226,She also is a faculty member at the Tanglewood Music Center.,She also is a faculty member at the Tangulot Music Center.,0.09090909090909091,1.6302592754364014
227,There are three amino acid residues responsible for this G to M phase transition.,There are 3 amino acid residues responsible for this G to M phase transition.,0.07142857142857142,1.6538939476013184
228,Modern traditions focus on sharing and social bonds.,Modern traditions focus on sharing and social bonds.,0.0,1.5772268772125244
229,I'll go right after it.,I will go right after it.,0.4,1.5491788387298584
230,You will need to know to build your own custom environment.,You need to know to build your own custom environment.,0.09090909090909091,1.5802037715911865
231,An awesome picture of a young woman jumping in the air,An awesome picture of a young woman jumping in the air.,0.09090909090909091,1.6015450954437256
232,"Sure, see you there!","Sure, see you here.",0.25,1.5908100605010986
233,The bridge remained closed for the next two years.,The bridge remained closed for the next two years.,0.0,1.6367542743682861
234,Did you hear anything?,Did you hear anything?,0.0,1.530945062637329
235,Some concurrent programming models include coprocesses and deterministic concurrency.,Some concurrent programming models include code processes and deterministic concurrency.,0.2222222222222222,1.6262850761413574
236,"Major bodies of water include Lake Shastina, Dwinnell Reservoir and Trout Lake.","Major bodies of water include Lake Shostina, Duannel Reservoir, and Trout Lake.",0.25,1.6969637870788574
237,Some storms are worth the wreckage.,Some songs are worth the wreckage.,0.16666666666666666,1.5505523681640625
238,five,Bye!,1.0,1.4979736804962158
239,Alcoholics may also require treatment for other psychotropic drug addictions and drug dependences.,Hulk colleagues may also require treatment for other physiotropic drug addictions and drug dependence.,0.3076923076923077,1.6856727600097656
240,The vamp of the shoe had a gold buckle.,The vamp of the shoe had a gold buckle.,0.0,1.592311143875122
241,Have you been to Japan?,Have you been to Japan?,0.0,1.542919397354126
242,This convention is a natural.,This convention is a natural.,0.0,1.5522069931030273
243,"Unfortunately, there's not enough of that to be found in this game.","Unfortunately, there is not enough of that to be found in this game.",0.16666666666666666,1.6265676021575928
244,So he decided to choose the area for opening up for cultivation.,So he decided to chose the RF opening for preservation.,0.4166666666666667,1.6281473636627197
245,three,three,0.0,1.4965181350708008
246,"The final medal tally was led by host Vietnam, followed by Thailand and Indonesia.","The final medal tally was led by host Vietnam, followed by Thailand and Indonesia.",0.0,1.6715078353881836
247,The tea was a little bit too hot.,The tea was a little bit too hot.,0.0,1.5704948902130127
248,"Sisters Kimberly and Tiffany, and brother Ryan.","Sisters, Kimberly and Tiffany and brother, Ryan.",0.42857142857142855,1.5904664993286133
249,It is the only Paxton Township statewide.,It is only Paxton Township statewide.,0.14285714285714285,1.56766939163208
250,"Followers of Glabados use the word ""Faram"" to affirm their prayers.",Follow or subplabitus is the word for them to affirm their prayers.,0.5454545454545454,1.643843173980713
251,After having advertised wine he sells vinegar.,"After having advertised wine, he sells vinegar.",0.14285714285714285,1.5686228275299072
252,It continues as a tollway until its terminus in Hillside.,It continues as a toe light until it's turned in and heals down.,0.7,1.6423370838165283
253,Her mom took her to the judo class at four o'clock.,*POP POP POP POP POP POP POP POP POP POP POP POP POP,1.1818181818181819,2.4548213481903076
254,Thailand turned out to be a very satisfying holiday.,Thailand turned out to be a very satisfying holiday.,0.0,1.5865600109100342
255,"The series' writers included McGovern, Danny Brocklehurst, Alice Nutter and Shaun Duggan.","The series writers included Megavan, Dany, Douglas and his nectar and Sean Dajan.",0.75,1.699686050415039
256,"The towerblock pictured is the south face of Kestrel House on City Road, London.",The Tower block picture is the south face of Kestrel House on CD Road London.,0.35714285714285715,1.6785576343536377
257,It is next to Burnhamthorpe Collegiate Institute and the Burnhamthorpe Square office complex.,"It is next to Bern-Hamptor, colleagues Institute and the Bern-Hamptor square of its complex.",0.46153846153846156,1.739236831665039
258,"However, he never fully recovered from his wounds and died relatively early.",I think you want to say that.,1.0,1.8425660133361816
259,His first trainers was Vitaliy Khmelnytskyi.,His first career was making a landscape.,0.6666666666666666,1.6780846118927002
260,Talk is a crucial link between parents and children.,Talk is a crucial link between parents and children.,0.0,1.5892651081085205
261,Morse found fame relatively late in life.,"Force-found, fame, relatively late in life.",0.42857142857142855,1.5783393383026123
262,Arizona Republican State Senator Karen Johnson joined the protest in support.,Arizona Republican State Senator Karen Johnson joined a protest in support.,0.09090909090909091,1.603907823562622
