,sample,prediction,WER,runtime
22,The ladder on the fire truck was not long enough., The ladder on the fire truck was not long enough.,0.0,11.60407018661499
23,I will tell her what we decided., I will tell her what we decided.,0.0,11.10878610610962
24,Enoxaparin belongs to the class of drugs known as low molecular weight heparins.," Hello Good morning. A lot of peri belongs to the classical books. No, not a little bit.",1.2307692307692308,14.920544385910034
25,"I guess, it's a never-ending story.", I guess it's a never-ending story.,0.16666666666666666,11.422346591949463
26,Good things come in small packages., Good things come in small packages.,0.0,10.78176236152649
27,It is a member theater of the Union of the Theatres of Europe., It is a member theatre of the Union of the Theatres of Europe.,0.07692307692307693,12.5947585105896
28,"I like apples, pears, and pomegranate, but I do like strawberries or grapes."," I like apples, pears, and pomegranate, but I do like strawberries or grapes.",0.0,13.920308828353882
29,YOU WANNA TAKE THIS OUTSIDE?, you want to take this outside,1.2,10.63640022277832
30,The immersion in hot water also kills the silkworm pupa.," The immersion in hot water also kills the sick worm, Hupa.",0.3,12.45236086845398
31,"She married her business partner, Steve Lane.", She married her business partner Steven Li.,0.42857142857142855,10.980837345123291
32,Who has already arrived?, Who has already arrived?,0.0,10.412168025970459
33,The attack on our root server overstrained our senior administrator., The attack on your road server overstrained our senior administrator.,0.2,12.156070947647095
34,Do you want me?, Do you want me?,0.0,10.50248098373413
35,That would be funny if he did., That would be funny if he did.,0.0,11.026320695877075
36,"Although she had flowers and applause, Mavis said she was not content."," Although she had flowers and applause, may be said she was not content.",0.16666666666666666,12.52364206314087
37,"When the user's identity has been accepted by the server, you will be notified."," When the user's identity has been accepted by the server, you will be notified.",0.0,13.22045087814331
38,Madin was a significant figure of post-war Birmingham architecture., Madden was a significant figure of post-war Birmingham architecture.,0.1111111111111111,12.54257082939148
39,Add the column and put the sum here., Add the column and put the sum here.,0.0,11.080897569656372
40,"Hello, Benjamin.", Hello Benjamin,1.0,9.667417764663696
41,"After playing tennis in virtual reality, he felt dizzy."," After playing tennis in virtual reality, he felt dizzy.",0.0,11.269636869430542
42,A mansion was usually set on a one square., A mention was usually set on A1 square.,0.3333333333333333,10.938282012939453
43,Have you the key?, have you the key.,0.5,10.203811645507812
44,Rapidan Campaign May–June., It's campaign me too,1.3333333333333333,10.187647581100464
45,"Alston commented that he felt the cartoonist ""might have had some racial intent"".", Al Stone commented that he felt the cartoonist might have had some racial intent.,0.3076923076923077,12.077720165252686
46,Doing a handstand needs a lot of practice to learn., Doing a handstand needs a lot of practice to learn.,0.0,11.299420833587646
47,Man in red tshirt and baseball cap viewed from above he is has a pile of posters, Man in red T-shirt and baseball cap viewed from above he has a pile of postures.,0.17647058823529413,12.681543111801147
48,The two films were then released within one day of each other., The two films were then released within one day of each other.,0.0,11.643010139465332
49,‘What did he say his name was?’ asked the captain., What did he say his name was? asked the captain.,0.2,11.746805906295776
50,"At the hospital, I met a very nice nurse."," At the hospital, I met a very nice nurse.",0.0,11.151468753814697
51,yes, yes,0.0,9.391233444213867
52,He received his Ph., He received his pH dot.,0.5,10.29811429977417
53,"Since their inception, Harris has been the band's principal composer and lyricist."," I hope you enjoyed this video, please subscribe and thumb up!",1.0,24.058032035827637
54,"After experiencing a mind-blowing sensual orgy, Mike was sure he had taken an overdose."," After experiencing a mind-blowing sensual orgy, Mike was sure he had taken a lower dose.",0.21428571428571427,13.067370653152466
55,Religious festivals include the Muslim Eids and the Christian Christmas and Easter., Religious festivals include the Muslim Eids and the Christian Christmas and Easter.,0.0,11.640237092971802
56,"What do you advise, sir?"," What do you advise, sir?",0.0,10.425219058990479
57,"Charles looked on, angry that there was nothing he could do."," Charles looked on, angry that there was nothing he could do.",0.0,11.632683515548706
58,Alexandria and Texas were shut down mid-season., Alexandria and Texas were shut down mid-season.,0.0,11.062623262405396
59,"Karina Smirnoff of ""Dancing With The Stars"" hosted the following month.", Karina Smurinoff of Dancing with the Stars hosted the following month.,0.45454545454545453,12.014784336090088
60,It is inhibited by the pneumotaxic centre., It is inhibited by the Pneumotoxic Center.,0.2857142857142857,11.13902735710144
61,Her intro later appeared on the David Holmes Essential Collection., Her intro later appeared on the David Holmes Essential Collection.,0.0,11.100703716278076
62,An important person in the life of Emile Claus was the painter Jenny Montigny., An important person in the life of Amir Cross was the creator Jimmy Montigny.,0.2857142857142857,12.354292392730713
63,"In the United States, Federal Vehicle fleets refers to the federal government's vehicles."," In the United States, federal vehicle fleets refer to the federal government's vehicles.",0.23076923076923078,12.078613996505737
64,There is also a garnet mine in West Redding., There is also a garnet mine in West Reading.,0.1111111111111111,11.145226240158081
65,"They hastily drive to the plane, and flee from the dangers of the mob.", They hastily drive to the plane and flee from the dangers of the mob.,0.07142857142857142,11.804808139801025
66,"It was won by a woman from Vara, Sweden.", It was one by a woman from Vara Sweaty Bean.,0.4444444444444444,11.672037363052368
67,The prints are then delivered to the customer., The prints are then delivered to the customer.,0.0,10.90809178352356
68,There was a long silence., There was a long silence.,0.0,10.326149940490723
69,Maybe he just put it there for safe keeping?, Maybe he just put it there for safekeeping?,0.2222222222222222,10.960412502288818
70,"In spite of this, I still believed that there were men in Mars.", in spite of this I still believe that there were men in Mars,0.3076923076923077,11.454529285430908
71,"The land was ruined, and I had to find some other way to earn a living."," The land was failed, now I have to find some other way to end the movie.",0.375,12.332547187805176
72,"I pointed out Mars, a bright dot of light.", I pointed out Mars a bright dot of light.,0.1111111111111111,11.069924116134644
73,I wondered if those birds were redwings?, I wondered if those birds were red wings.,0.2857142857142857,10.818074226379395
74,The state plans to re-work those curves to improve safety., The state plans to reward those groups to improve safety.,0.2,11.166358947753906
75,He ended up running to the bars which fortified the windows of the first floor., He ended up running to the bars which fortified the windows of the first floor.,0.0,11.958844661712646
76,"She takes him to the lift, sending him downwards."," She takes him to the leaf, sending him downwards.",0.1111111111111111,11.104267120361328
77,"I know why I want to get back to my flock, he thought."," I know why I want to get back to my flock, he thought.",0.0,11.895086288452148
78,She is married to the rapper and playwright Baba Brinkman., She is married to the rapper and playwright Baba Brinkman.,0.0,11.906513929367065
79,"Many notable problem and study composers are also International Judges, including Genrikh Kasparyan."," Many notable problem and study composers are also international judges, including Genric Kasparian.",0.3076923076923077,12.523272514343262
80,Do you have Hugo's phone number?, Do you have Hugo's phone number?,0.0,10.571553230285645
81,"You should see the other guy, specifically, how good at fighting he is."," You should see the other guy, specifically how good at fighting he is.",0.07692307692307693,11.832143545150757
82,He is of African-American and Italian descent., He is of African American and Italian descent.,0.2857142857142857,10.837575912475586
83,Lord Kingsdown funded the Kingsdown Church., Lord King's Down funded the King's Down Church.,0.6666666666666666,11.210803270339966
84,That's not Carson Sphinx., That's not Carson Spinks.,0.25,10.444109916687012
85,Lorenz is listed as a Swiss heritage site of national significance., The orange is listed as a Swiss heritage site of national significance.,0.18181818181818182,11.42719316482544
86,I have never in life hit a tennis ball., I have never in life hit a tennis ball.,0.0,10.927939414978027
87,No runoff was necessary., No runoff was necessary.,0.0,10.142772674560547
88,He is the first known and undisputed member of the Gediminids., He is the first known and undisputed member of the Geminids.,0.09090909090909091,11.92831039428711
89,"When it comes to the crunch, our company will become insolvent."," When it comes to the crunch, our company will become insolvent.",0.0,11.63773488998413
90,Lion Rock is located north west of Wong Tai Sin., Lion Rock is located northwest of Wong Thai Sing.,0.4,10.920826435089111
91,He also established new schools throughout Spain., He also established new schools throughout Spain.,0.0,10.567849397659302
92,Backface culling is a common trick to accelerate Three-D rendering., Back face culling is a common trick to accelerate 3D rendering.,0.3,11.666211366653442
93,At dusk the Greek western flank was broken.," At dusk, the Greek western flank was broken.",0.125,11.0496084690094
94,We should not take for granted how fortunate we have been., We should not take for granted how fortunate we have been.,0.0,11.298292636871338
95,"Topical and up-to-the-minute, E!", Topical and up to the minute E.,1.25,10.772852420806885
96,The farmer works the soil and produces grain., The farmer works the soil and produces grain.,0.0,10.740482807159424
97,Don’t you understand me?, Don't you understand me?,0.25,10.243857860565186
98,They found one such edge in Fairbairn's system., They found one such edge in Fairbairn's system.,0.0,11.550426721572876
99,eight, Eight,1.0,9.435198783874512
100,"""The wind told me that you know about love"" the boy said to the sun."," The wind taught me that you know about love, the boy said to the sun.",0.2,12.113576889038086
101,Geils began playing jazz trumpet but eventually switched to blues guitar., Jaijz began playing jazz trumpet but Evan surely switched to blues guitar.,0.2727272727272727,11.929108619689941
102,That man is your brother?, That man is your brother?,0.0,10.23331618309021
103,There is a small Vicinity Centres shopping complex in Albion Park.," There is a small vicinity centers, shopping complex and Albion Park.",0.2727272727272727,11.541291952133179
104,The students colored with their crayons., The students colored with their crayons.,0.0,10.815749645233154
105,It seemed to him that it fell to earth about one hundred miles east of here., It seemed to him that it fell to earth about 100 miles east here.,0.1875,11.793556928634644
106,As such it is face uniform but with irregular face polygons.," As such it is, face uniform, but with irregular face polygons.",0.18181818181818182,11.764513492584229
107,A tame squirrel makes a nice pet., A tame squirrel makes a nice pet.,0.0,10.576592445373535
108,He took the fourth part and handed it to the monk., He took the first part and handed it to the monk.,0.09090909090909091,11.398804187774658
109,He is a right-handed batsman and a left-arm slow bowler., He is a right handed batsman and a left arm slow bowler.,0.4,11.838054180145264
110,Cador is also said to be of Roman stock., Cadour is also said to be of Roman stock.,0.1111111111111111,11.094248294830322
111,Where will you go?, Where will you go?,0.0,10.059733152389526
112,Get out of this!, Get out of this,0.25,9.877123832702637
113,Only John Wayne himself surpassed McGrath in scenes in this movie., Only John Van Hemsherb surpassed Macbeth in scenes in this movie.,0.2727272727272727,12.250232219696045
114,This will lead the world to more sound and fury., This will lead the world to more sound and fury.,0.0,11.12765383720398
115,Vera Schlink is a talented fund manager. She works in Vienna., Vera Schling is a talented farm manager. She works in Vienna.,0.18181818181818182,11.596629619598389
116,"During the epoch, a majority of the city's buildings were erected."," During the epoch, a majority of the city's buildings were erected.",0.0,11.621171712875366
117,Parent's Day is celebrated by both the public and the government., Parent's Day is celebrated by both the public and the government.,0.0,11.44484829902649
118,Why can't this researcher check your facts?, Why can't this researcher check your facts?,0.0,10.839261770248413
119,'Munising' means near the island., Munasen means near the island,0.4,10.46578049659729
120,The owner of the dwelling was not amused., The owner of the dwelling was not amused.,0.0,10.711251497268677
121,All of this activity in Milwaukee was in no way unique., All of this activity in Milwaukee was in no way unique.,0.0,11.34829044342041
122,William Barnes the poet also lived in Sturminster Newton.," William Barnes, the poet, also lived in Star Mr. Newton.",0.4444444444444444,11.702470302581787
123,He was temporarily in charge of consular affairs as well., He was temporarily in charge of Consular Affairs as well.,0.2,11.507099628448486
124,Thai dancers happily going through their steps in unison., Thank you.,1.0,9.830057144165039
125,I'm so glad to see you., I'm so glad to see you.,0.0,10.667685747146606
126,I will ask Liam if he can help me look., I will ask Liam if he can help me look.,0.0,11.167260885238647
127,This can be considerable even with identical samples., This can be considerable even with identical samples.,0.0,10.836917400360107
128,What was he like?, What was he like?,0.0,10.287408590316772
129,In Italy she studied law school and she spoke several languages.," In Italy, she studied law school and she spoke several languages.",0.09090909090909091,11.549868106842041
130,"Luckily, the dagger couldn't penetrate the bullet proof vest."," Luckily, the data couldn't penetrate the bulletproof vest.",0.3333333333333333,11.369349241256714
131,"""Like everybody learns,"" he said."," Like everybody learns, you said.",0.6,10.483146905899048
132,His other film roles include Who Done It?, These other film roles includes whodunit.,0.625,10.88564658164978
133,How often has the train been late?, How often has the train been late?,0.0,10.742718935012817
134,He is currently a member of investment bank Jefferies' Global Senior Advisory Board.," He is currently a member of Investment Bank, AFRI's Global Senior Accessory Board.",0.3076923076923077,12.425806760787964
135,Her father was an alderman in the city government., Our father was an older man in the city government.,0.3333333333333333,11.183501482009888
136,"To increase his popularity in public-opinion polls, the politician started a campaign."," To increase his popularity in public opinion polls, the politician started a campaign.",0.16666666666666666,11.87338638305664
137,She was the first woman Senator to die in office., she was the first woman senator to die in office,0.3,11.148566246032715
138,"Where is it, then?", Where is it then?,0.25,10.149008512496948
139,Always ask an objective question., Always ask an objective question.,0.0,10.324130058288574
140,rate the current book two stars, Thank you for watching this video.,1.0,10.435461282730103
141,People from all over have come to taste its bear stew., People from all over have come to test its beer stew.,0.18181818181818182,11.406005859375
142,More discussion is needed on how it will be financed., More discussion is needed on how it will be financed.,0.0,11.196834564208984
143,A soldier wearing a pink scarf peers out of the top of a vehicle., A soldier wearing a pink scarf peers out of the top of a vehicle.,0.0,11.86521601676941
144,This was your plan?, This was your plan.,0.25,10.056977987289429
145,Princess Vilas herself also contributed personally to the construction of the temple., Princess Phyllis herself also contributed personally to the construction of the temple.,0.08333333333333333,11.821303844451904
146,"""Bambalio"" refers to a tendency to stammer.", And value refers to a coincidence channel.,0.7142857142857143,10.75501298904419
147,"""I can work for the rest of today,"" the boy answered."," I can't work for the restaurant today,"" the boy answered.",0.36363636363636365,11.517587900161743
148,"I'd like to order some cinnamon pretzels, please.", I'd like to order some cinnamon pretzels please.,0.125,11.288163900375366
149,The boy was also saddened; his friend was in pursuit of his destiny., The boy was also saddened. His friend was in pursuit of his destiny.,0.15384615384615385,11.824214220046997
150,Will you do this?, Will you do this?,0.0,10.147956609725952
151,"For almost a month, she operated along the Atlantic coast.", For almost a month she operated along the Atlantic coast.,0.1,11.218592166900635
152,"I think it was last Thursday, but I am not sure."," I think it was last Thursday, but I'm not sure.",0.18181818181818182,11.485238075256348
153,Women form less than half of the group., Women form less than half of the group.,0.0,10.787065744400024
154,Men play football as a crowd watches., Men play football as the crowd watches.,0.14285714285714285,10.67558741569519
155,How about once more around the park?, How about once more around the back?,0.14285714285714285,10.72598671913147
156,It is possible that there were other visits., It is possible that there were other visits.,0.0,10.83429741859436
157,Radio will go on and on forever., The video will go on and on forever.,0.2857142857142857,10.80733346939087
158,The genus name was given in honour of Queen Victoria of the United Kingdom., The genus name is given in honor of Queen Victoria of the United Kingdom.,0.14285714285714285,11.835329055786133
159,"A song, a Girl, a maid.", a song regard a mate,0.8333333333333334,10.159675121307373
160,Blue Pool Road has several steep slopes., Blue Bull Road has several steep slopes,0.2857142857142857,10.567249298095703
161,Local branches throughout Slovakia were primarily engaged in public education and cultural activities., Local branches throughout Slovakia were primarily engaged in public education and cultural activities.,0.0,11.686362028121948
162,Its major industry has been slate mining., the major industry has been slate mining,0.2857142857142857,10.429828882217407
163,"Today, Signature Flight Support services private aircraft in this area.", Today's signature flight support service is private air captain Desira.,1.0,11.482011795043945
164,Amsterdam: Mathematical Centre Tracts., Amsterdam mathematical center tracks,1.0,10.082035779953003
165,This process is intense and often lengthy., This process is intense and often lengthy.,0.0,10.734596490859985
166,The line appears today on the Tube Map as an orange stripe., Jai Dhan appears today on the tube map as an orange spot.,0.4166666666666667,11.887689590454102
167,"Hey, looks like you made a new friend."," Hey, looks like you made a new friend.",0.0,10.999547719955444
168,What kind of a proof is that?, What kind of proof is that?,0.14285714285714285,10.531867265701294
169,That application was rejected., After application was rejected.,0.25,10.226403713226318
170,They had a lot to divulge., They had a lot to divulge.,0.0,10.689305067062378
171,This fireplace is Victorian., This fireplace is Victorian.,0.0,10.132721662521362
172,"In surprise finish, the final score was seven to five.", In surprise finish the final score was 7 to 5,0.3,11.005791664123535
173,Every day was there to be lived or to mark one's departure from this world., this world. Every day was there to be lived. Our two marks one's departure from this world.,0.4,13.02590799331665
174,He also spent time in Paris and London., He also spent time in Paris and London.,0.0,10.851306438446045
175,Streetcars ran for many years without precise timetables., Street cars ran for many years without precise time takers.,0.5,11.317123889923096
176,Let's go to Orba., lets go to arba,0.5,10.068915605545044
177,"Potato crisps are thinly sliced fried potatoes, eaten as a snack", potato chips are thinly sliced fried potatoes eaten as a snack,0.2727272727272727,11.187713146209717
178,"The movie ""White Christmas"" also starred Bing Crosby and Danny Kaye.", The movie White Christmas also starred Bing Crosby and Daniel Kay.,0.36363636363636365,11.399813652038574
179,The staircase survives in The Swan Hotel in Bedford., The staircase survives in the Swan Hotel and Bedford.,0.2222222222222222,11.161008358001709
180,We are giving them no rest., We are giving them no rest.,0.0,10.43220829963684
181,This argument is ancient and musty and in respects an economic fallacy., This argument is ancient and must end in respect to economic policy.,0.4166666666666667,11.470015287399292
182,"Subsequently, an anterior approach was introduced."," Subsequently, an anterior approach was introduced.",0.0,10.885207176208496
183,The amenability property has a large number of equivalent formulations., The MNALB-LISHA property has a large number of correlation formulations.,0.2,12.24180793762207
184,"Double seaming uses rollers to shape the can, lid and the final double seam."," Double Seaming uses rulers to shape the can, lid and the final double seal.",0.21428571428571427,12.17847228050232
185,See sources below., See sources below,0.3333333333333333,9.758540868759155
186,Throughout the entire day we will be on the lookout for our enemies., Throughout the entire day we will be on the lookout for our enemies,0.07692307692307693,11.596410512924194
187,Since that time he has lived in London., since the time he has lived in London.,0.25,10.907585859298706
188,I am going to Germany tomorrow., I am going to Germany tomorrow.,0.0,10.511809825897217
189,The village's topography is mostly flat., The village's topography is mostly flat.,0.0,10.831011056900024
190,Plastic surgery has become more popular., Plastic surgery has become more popular.,0.0,10.484551668167114
191,The district is represented by Republican Mike Johnson., The district is represented by Republican Mike Johnson.,0.0,10.945095777511597
192,These original parts of the hospital are now administrative and social accommodation., These original parts of the hospital are now administrative and social accommodation.,0.0,11.591132402420044
193,She wanted to do penance., she wanted to do penance,0.4,10.331169843673706
194,"With no weapons, the only attack option open to him was aerial ramming.", With no weapons the only attack option open to Imba's aerial dreaming.,0.3076923076923077,11.863558530807495
195,It was in Sixpenny Hundred and the lord and tenant-in-chief was Shaftesbury Abbey.," It was in 6 many hundred, and the Lord and tenant in chief was Shattusbury Abbey.",0.6153846153846154,13.014838933944702
196,"Sooner or later Three brothers, three castles."," Sooner or later, three brothers, three castles.",0.2857142857142857,11.187560319900513
197,"The sandwich comes with ham, cheese, tomatoes, mayonnaise, pickles."," The sandwich comes with ham, cheese, tomatoes, mayonnaise, pickles.",0.0,12.196061134338379
198,It is made by mounting a sidecar to a regular bicycle., It is made by mounting a sidecar to a regular bicycle.,0.0,11.454231977462769
199,Touchscreens do not provide haptic feedback., The screens do not provide head-pick feedback.,0.5,10.943668127059937
200,It was a tent like many at the oasis., It was a tent like many at the Oasis.,0.1111111111111111,11.262943744659424
201,"The episode ""Father's Day"" depicts two younger versions of Jackie also played by Coduri.", Thank you.,1.0,9.779988765716553
202,"Within his genre, Di Giorgio is respected for his highly technical playing skills."," Within his genre, Di Giorgio is respected for his highly technical playing skills.",0.0,12.175589323043823
203,"Fouls, on the other hand, can occur only while the ball is in play.", Balls on the other hand can occur only while the ball is in play.,0.14285714285714285,11.80717396736145
204,"In pure vacuum, some weak scattering of light by light exists as well.", In pure vacuum some weak scattering of light by light exists as well.,0.07692307692307693,11.68221402168274
205,"""ReBoot"" has been the recipient of several awards.", Reboot has been the recipient of several awards.,0.125,10.861158847808838
206,"Since leaving office, he has also attended a number of other events of significance.", Since leaving office he has attended a number of other events of significance.,0.14285714285714285,11.669878482818604
207,"""Fatima,"" the girl said, averting her eyes."," Fatima, the girl said, averting her eyes.",0.14285714285714285,11.369657039642334
208,"Hey Lucy, have you remembered the lyrics for the anthem yet?"," Hey Lucy, have you remembered the lyrics for the anthem yet?",0.0,11.50672459602356
209,"It was named for Judson LaMoure, a state legislator."," It was named for Judson O'Moure, a state legislator.",0.1111111111111111,12.193814277648926
210,Indeed the scene was very beautiful., .,1.0,9.491066217422485
211,The ocean surrounding the islands is covered with ice most of the year., The ocean surrounding the islands is covered with ice most of the year.,0.0,11.685760259628296
212,Are you sure that is exactly what happened?, Are you sure that is exactly what happened?,0.0,10.827923774719238
213,A remixed and remastered edition of Sluggo!, A remixed and remastered edition of Slago.,0.14285714285714285,11.201038599014282
214,She also taught journalism at the University of California at Berkeley., She also taught journalism at the University of California at Berkeley.,0.0,11.469497203826904
215,"In the public imagination, however, Henson became synonymous with Uncle Tom."," In the public imagination, however, Henson became synonymous with Uncle Tom.",0.0,11.904282331466675
216,The University is a member of several organizations of colleges and universities., The university is a member of several organizations of colleges and universities.,0.08333333333333333,11.528585195541382
217,Henry Ford donated much of the necessary land as did many local farmers., Henry Ford donated much of the necessary land as did many local farmers.,0.0,11.703718900680542
218,"The current competition includes ""V Jump"" and ""Saikyo Jump"".", The correct competition includes VJAP and CyQJAP.,0.5555555555555556,11.670742511749268
219,No one has ever done it before., No one has ever done it before.,0.0,10.634348392486572
220,What game do you want to play?, What game do you want to play?,0.0,10.646347045898438
221,The completed chartering contract is known as a charter party., The completed chaudhring conduct is known as the chaudhirpati.,0.5,12.385900497436523
222,Its shape and coloration is reminiscent of a brown trout., Its shape and coloration is reminiscent of a brown trout.,0.0,11.465885400772095
223,"Maybe the church, with the sycamore growing from within, had been haunted.", Maybe the church with the sycamore growing from within had been haunted.,0.16666666666666666,12.0592041015625
224,It is important to note that not all postcards had images made by Haberkorn., It is important to note that all postcards had images made by Habakkuk.,0.14285714285714285,12.405645847320557
225,The album was well received by several critics., The album was well received by several critics.,0.0,10.813549757003784
226,She also is a faculty member at the Tanglewood Music Center., She also is a faculty member at the Tanglewood Music Center,0.09090909090909091,11.545909404754639
227,There are three amino acid residues responsible for this G to M phase transition., There are three amino acid residues responsible for this G to M phase transition.,0.0,11.980686902999878
228,Modern traditions focus on sharing and social bonds., Modern traditions focus on sharing and social bonds.,0.0,10.84037971496582
229,I'll go right after it., I will go right after it.,0.4,10.486783266067505
230,You will need to know to build your own custom environment., You need to know to build your own custom environment.,0.09090909090909091,11.181739568710327
231,An awesome picture of a young woman jumping in the air, An awesome picture of a young woman jumping in the air.,0.09090909090909091,11.443730115890503
232,"Sure, see you there!"," Sure, see you there.",0.25,10.353022575378418
233,The bridge remained closed for the next two years., The bridge remained closed for the next two years.,0.0,11.010754823684692
234,Did you hear anything?, Did you hear anything?,0.0,10.151160955429077
235,Some concurrent programming models include coprocesses and deterministic concurrency., Some concurrent programming models include code processes and deterministic concurrency.,0.2222222222222222,11.528662204742432
236,"Major bodies of water include Lake Shastina, Dwinnell Reservoir and Trout Lake."," Major bodies of water include Lake Shostina, Dwinelle Reservoir, and Trout Lake.",0.25,12.822912216186523
237,Some storms are worth the wreckage., Some stones are worth the wreckage.,0.16666666666666666,10.553239583969116
238,five, Bye!,1.0,9.631970643997192
239,Alcoholics may also require treatment for other psychotropic drug addictions and drug dependences., Alcoholics may also require treatment for other psychotropic drug addictions and drug dependents.,0.07692307692307693,12.378577709197998
240,The vamp of the shoe had a gold buckle., The vamp of the shoe had a gold buckle.,0.0,11.189059019088745
241,Have you been to Japan?, Have you been to Japan?,0.0,10.301356554031372
242,This convention is a natural., This convention is a natural.,0.0,10.25358510017395
243,"Unfortunately, there's not enough of that to be found in this game."," Unfortunately, there is not enough of that to be found in this game.",0.16666666666666666,11.823004484176636
244,So he decided to choose the area for opening up for cultivation., So he decided to choose the area for opening for cultivation.,0.08333333333333333,11.28918743133545
245,three, Three.,1.0,9.551251649856567
246,"The final medal tally was led by host Vietnam, followed by Thailand and Indonesia.", The final medal tally was led by host Vietnam followed by Thailand and Indonesia. Full stop.,0.21428571428571427,12.713706731796265
247,The tea was a little bit too hot., The tea was a little bit too hot.,0.0,10.730066776275635
248,"Sisters Kimberly and Tiffany, and brother Ryan."," Sisters, Kimberly and Tiffany, and brother, Ryan.",0.2857142857142857,11.08744478225708
249,It is the only Paxton Township statewide., It is only Paxton Township statewide.,0.14285714285714285,10.587281703948975
250,"Followers of Glabados use the word ""Faram"" to affirm their prayers.", followers of Labradors use the word Param to affirm their prayers.,0.2727272727272727,11.67038083076477
251,After having advertised wine he sells vinegar.," After having advertised wine, he sells vinegar.",0.14285714285714285,10.792630910873413
252,It continues as a tollway until its terminus in Hillside., It continues as a tow light until it's turned in heels on.,0.6,11.599403858184814
253,Her mom took her to the judo class at four o'clock., I can't imagine this would work.,1.0,10.576369762420654
254,Thailand turned out to be a very satisfying holiday., Thailand turned out to be a very satisfying holiday.,0.0,11.001021385192871
255,"The series' writers included McGovern, Danny Brocklehurst, Alice Nutter and Shaun Duggan."," The series writers included McGovern, Danny Brocklist, Andy Snyder and Sean Duggan.",0.4166666666666667,12.445472717285156
256,"The towerblock pictured is the south face of Kestrel House on City Road, London.", The Tower block picture is the south face of Kestrel House on City Road London.,0.2857142857142857,12.380985975265503
257,It is next to Burnhamthorpe Collegiate Institute and the Burnhamthorpe Square office complex., It is next to the Bernhamter Collegiate Institute and the Bernhamter Square Office Complex.,0.38461538461538464,12.709711074829102
258,"However, he never fully recovered from his wounds and died relatively early.", I could not say that power of meditation can never be recovered from his inner and inner duality entirely.,1.1666666666666667,13.244615077972412
259,His first trainers was Vitaliy Khmelnytskyi., his first crevice was the singing king,0.8333333333333334,65.8420078754425
260,Talk is a crucial link between parents and children., Talk is a crucial link between parents and children.,0.0,11.004600048065186
261,Morse found fame relatively late in life., Morse found fame relatively late in life.,0.0,10.652031660079956
262,Arizona Republican State Senator Karen Johnson joined the protest in support., Arizona Republican state Sen. Karen Johnson joined the protest in support.,0.18181818181818182,11.500308752059937
263,Like an old fire horse., Like an old firehouse.,0.4,10.346751928329468
264,zero, zero,0.0,9.422277927398682
265,Following is a list of civil wars in ancient Rome., Following is the last civil war in ancient Rome.,0.4,11.01912236213684
266,"Originally, the finale for the sixth season was promoted as a cliff-hanger."," Originally, the finale for the sixth season was promoted as a clip-danger.",0.08333333333333333,12.26040530204773
267,I notice you still remember it., I'm not sure who the human being is.,1.3333333333333333,11.04242491722107
268,The Atbara flows only while there is rain in Ethiopia and dries very rapidly., The Atbara flows only while there is rain in Ethiopia and dries very rapidly.,0.0,12.265125274658203
269,The most successful athletic program is wrestling., The most successful athletic program is wrestling.,0.0,10.694746732711792
270,"At these dimensions, it is large enough to be seen from space."," At these dimensions, it is large enough to be seen from space.",0.0,11.72521424293518
271,The Internet is built upon many protocols which complement each other perfectly., The internet is built upon many protocols which complement each other perfectly.,0.08333333333333333,11.548500776290894
