,sample,prediction,WER,runtime
118,Why can't this researcher check your facts?, Why can't this researcher check your fats?,0.14285714285714285,3.3779313564300537
119,'Munising' means near the island., Municin means near the island.,0.2,3.3167848587036133
120,The owner of the dwelling was not amused., The owner of the dwelling was not amused.,0.0,3.3782575130462646
121,All of this activity in Milwaukee was in no way unique., All of this activity in Milwaukee was in no way unique.,0.0,3.5688412189483643
122,William Barnes the poet also lived in Sturminster Newton.," William Barnes, the poet, also lived in Star mr. Newton.",0.4444444444444444,3.7563419342041016
123,He was temporarily in charge of consular affairs as well., He was temporarily in charge of Consular affairs as well.,0.1,3.567716360092163
124,Thai dancers happily going through their steps in unison.," By one side, happy going through the research in unison.",0.6666666666666666,3.564793109893799
125,I'm so glad to see you., I'm so glad to see you.,0.0,3.3224422931671143
126,I will ask Liam if he can help me look., I will ask Liam if he can help me look.,0.0,3.512598752975464
127,This can be considerable even with identical samples., This can be considerable even with identical samples.,0.0,3.3925225734710693
128,What was he like?, What was he like?,0.0,3.162759304046631
129,In Italy she studied law school and she spoke several languages.," In Italy, she studied law school and she spoke several languages.",0.09090909090909091,3.6382226943969727
130,"Luckily, the dagger couldn't penetrate the bullet proof vest."," Luckily, the data couldn't penetrate the bulletproof vest.",0.3333333333333333,3.593085527420044
131,"""Like everybody learns,"" he said."," Like everybody learns, you said.",0.6,3.2597858905792236
132,His other film roles include Who Done It?, This other film roles includes Whodunit.,0.625,3.3840975761413574
133,How often has the train been late?, How often has the train been late?,0.0,3.318699836730957
134,He is currently a member of investment bank Jefferies' Global Senior Advisory Board.," He is currently a member of investment bank, Africa's Global Senior Accessory Board.",0.23076923076923078,4.003100633621216
135,Her father was an alderman in the city government., Our father was an older man in the city government.,0.3333333333333333,3.504868268966675
136,"To increase his popularity in public-opinion polls, the politician started a campaign."," To increase popularity in public government polls, the politicians started the campaign.",0.4166666666666667,3.693507671356201
137,She was the first woman Senator to die in office., She was the first woman senator to die in office.,0.1,3.507139205932617
138,"Where is it, then?", Where is it then?,0.25,3.131573438644409
139,Always ask an objective question., Always ask an objective question.,0.0,3.1921825408935547
140,rate the current book two stars, And I think M,1.0,20.05776810646057
141,People from all over have come to taste its bear stew., People from all over have come to test its beer stew.,0.18181818181818182,3.572779655456543
142,More discussion is needed on how it will be financed., More discussion is needed on how it will be financed.,0.0,3.517364740371704
143,A soldier wearing a pink scarf peers out of the top of a vehicle., The soldier wearing a pink scarf peers out of the top of a vehicle.,0.07142857142857142,3.747044563293457
144,This was your plan?, This was your plan.,0.25,3.1342697143554688
145,Princess Vilas herself also contributed personally to the construction of the temple., Princess Phyllis herself also contributed personally to the construction of the temple.,0.08333333333333333,3.749850034713745
146,"""Bambalio"" refers to a tendency to stammer."," When value refers to aAA, then see the drama.",1.0,20.926133155822754
147,"""I can work for the rest of today,"" the boy answered."," I can't work for the restaurant today, the boy answered.",0.45454545454545453,3.6482670307159424
148,"I'd like to order some cinnamon pretzels, please.", I'd like to order some cinnamon pretzels please.,0.125,3.563276529312134
149,The boy was also saddened; his friend was in pursuit of his destiny., The boy was also saddened. His friend was in pursuit of his destiny.,0.15384615384615385,3.8789796829223633
150,Will you do this?, Will you do this?,0.0,3.1308200359344482
151,"For almost a month, she operated along the Atlantic coast.", For almost a month she operated along the Atlantic coast.,0.1,3.5087320804595947
152,"I think it was last Thursday, but I am not sure.", I think it was last Thursday but I'm not sure.,0.2727272727272727,3.5708248615264893
153,Women form less than half of the group., Women form less than half of the group.,0.0,3.4006741046905518
154,Men play football as a crowd watches., Men play football as the crowd watches.,0.14285714285714285,3.324449062347412
155,How about once more around the park?, How about once more around the back.,0.14285714285714285,3.3304262161254883
156,It is possible that there were other visits., It is postponed that there were other visits.,0.125,3.3811261653900146
157,Radio will go on and on forever., Radio will go on and on forever.,0.0,3.329091787338257
158,The genus name was given in honour of Queen Victoria of the United Kingdom., But Gina's name was given in honor of Queen Victoria of the United Kingdom.,0.21428571428571427,3.830183744430542
159,"A song, a Girl, a maid.", a song I got a made,0.8333333333333334,3.212846517562866
160,Blue Pool Road has several steep slopes., Blue Bull Road has several steep slopes.,0.14285714285714285,3.322279930114746
161,Local branches throughout Slovakia were primarily engaged in public education and cultural activities., Local branches throughout Slovakia were primarily engaged in public education and cultural activities.,0.0,3.7172963619232178
162,Its major industry has been slate mining., The major industry has been slate mining.,0.14285714285714285,3.3216991424560547
163,"Today, Signature Flight Support services private aircraft in this area.", Today's signature flight support service is private air kept in this area.,0.8,3.691406011581421
164,Amsterdam: Mathematical Centre Tracts., Amsterdam Mathematical Center Tracks,0.75,3.1369822025299072
165,This process is intense and often lengthy., This process is intense and often lengthy.,0.0,3.3206076622009277
166,The line appears today on the Tube Map as an orange stripe., Teran appears to be on the tupma as an orchard shrine.,0.6666666666666666,9.51267409324646
167,"Hey, looks like you made a new friend.", Hey looks like you made a new friend,0.25,3.3183963298797607
168,What kind of a proof is that?, What Kandel approved is that,0.7142857142857143,3.1977500915527344
169,That application was rejected., The application was rejected.,0.25,3.145848512649536
170,They had a lot to divulge., They had a lot to divulge.,0.0,3.3269755840301514
171,This fireplace is Victorian., This fireplace is Victorian.,0.0,3.1553449630737305
172,"In surprise finish, the final score was seven to five."," In surprise finish, the final score was 7-5.",0.3,3.566925525665283
173,Every day was there to be lived or to mark one's departure from this world.," from this world. Every day was there to be lived, our two marks once departure from this world.",0.5333333333333333,4.1456286907196045
174,He also spent time in Paris and London., He also spent time in Paris and London.,0.0,3.378816604614258
175,Streetcars ran for many years without precise timetables., Three cars ran for many years without precise time-takers.,0.375,3.6309404373168945
176,Let's go to Orba., let's go to arba,0.5,3.192713975906372
177,"Potato crisps are thinly sliced fried potatoes, eaten as a snack", Potato grips are thinly sliced fried potatoes eaten as a snack.,0.2727272727272727,3.568082094192505
178,"The movie ""White Christmas"" also starred Bing Crosby and Danny Kaye.", The movie White Christmas also starred Bing Crosby and Daniel K.,0.36363636363636365,3.567107915878296
179,The staircase survives in The Swan Hotel in Bedford., The staircase survives in the Swan Hotel in Bedford.,0.1111111111111111,3.4455528259277344
180,We are giving them no rest., We are giving them no rest.,0.0,3.253765344619751
181,This argument is ancient and musty and in respects an economic fallacy., This argument is ancient and must be and in respect to economic policy.,0.4166666666666667,3.6911120414733887
182,"Subsequently, an anterior approach was introduced."," Subsequently, an anterior approach was introduced.",0.0,3.3833577632904053
183,The amenability property has a large number of equivalent formulations., The M&L deletion property has a large number of correlation formulations.,0.3,3.708211660385132
184,"Double seaming uses rollers to shape the can, lid and the final double seam."," Double swimming uses rulers to shape the candle, lead and the final double seal.",0.35714285714285715,3.889739751815796
185,See sources below., See sources below.,0.0,3.075387954711914
186,Throughout the entire day we will be on the lookout for our enemies., Throughout the entire day we will be on the lookout for our enemies.,0.0,3.7046444416046143
187,Since that time he has lived in London., since the time he has lived in London.,0.25,3.3943045139312744
188,I am going to Germany tomorrow., I am going to Germany tomorrow.,0.0,3.2536683082580566
189,The village's topography is mostly flat., The village's topography is mostly flat.,0.0,3.3867528438568115
190,Plastic surgery has become more popular., Plastic surgery has become more popular.,0.0,3.2567365169525146
191,The district is represented by Republican Mike Johnson., The district is represented by Republican Mike Johnson.,0.0,3.3849856853485107
192,These original parts of the hospital are now administrative and social accommodation., These original parts of the hospital are now administrative and social accommodation.,0.0,3.630723476409912
193,She wanted to do penance., She wanted to do penance.,0.0,3.2578420639038086
194,"With no weapons, the only attack option open to him was aerial ramming.", With no weapons the only attack option open to him was Adil Raming,0.23076923076923078,3.7511279582977295
195,It was in Sixpenny Hundred and the lord and tenant-in-chief was Shaftesbury Abbey., It was in 6 penny hundred and the Lord and tenant in chief was Shatas Bury Abbey.,0.6923076923076923,4.130332708358765
196,"Sooner or later Three brothers, three castles."," Sooner or later three brothers, three castles.",0.14285714285714285,3.446566104888916
197,"The sandwich comes with ham, cheese, tomatoes, mayonnaise, pickles."," The sandwich comes with ham, cheese, tomatoes, mayonnaise, pickles.",0.0,3.891289234161377
198,It is made by mounting a sidecar to a regular bicycle., is made by mounting a sidecar to a regular bicycle.,0.09090909090909091,3.5868566036224365
199,Touchscreens do not provide haptic feedback., Text screens do not provide head-pick feedback.,0.5,3.4427878856658936
200,It was a tent like many at the oasis., It was a tent like many at the Oasis.,0.1111111111111111,3.5198843479156494
201,"The episode ""Father's Day"" depicts two younger versions of Jackie also played by Coduri.", von the the,1.0,22.723081350326538
202,"Within his genre, Di Giorgio is respected for his highly technical playing skills."," Within his genre, Di Giorgio is respected for his highly technical playing skills.",0.0,3.8958497047424316
203,"Fouls, on the other hand, can occur only while the ball is in play.", Falls on the other hand can occur only while the ball is in play.,0.14285714285714285,3.7536635398864746
204,"In pure vacuum, some weak scattering of light by light exists as well.", In pure vacuum some weak scattering of light by light exists as well,0.15384615384615385,3.6453189849853516
205,"""ReBoot"" has been the recipient of several awards.", Reboot has been the recipient of several awards.,0.125,3.3937816619873047
206,"Since leaving office, he has also attended a number of other events of significance.", Since living of his years attended a number of other events of the unique arts.,0.5714285714285714,3.826364040374756
207,"""Fatima,"" the girl said, averting her eyes."," Fatima the girl said, aborting her eyes.",0.2857142857142857,3.51725435256958
208,"Hey Lucy, have you remembered the lyrics for the anthem yet?"," Hey Lucy, have you remembered the lyrics from the anthem yet?",0.09090909090909091,3.6323678493499756
209,"It was named for Judson LaMoure, a state legislator."," It was named for Judson O'More, a state legislator.",0.1111111111111111,3.7542965412139893
210,Indeed the scene was very beautiful.,,1.0,2.8858871459960938
211,The ocean surrounding the islands is covered with ice most of the year., The ocean surrounding the islands is covered with ice most of the year.,0.0,3.6952552795410156
212,Are you sure that is exactly what happened?, Are you sure that is exactly what happened?,0.0,3.381523370742798
213,A remixed and remastered edition of Sluggo!, A remixed and remastered edition of Slago.,0.14285714285714285,3.506995677947998
214,She also taught journalism at the University of California at Berkeley., She also taught journalism at the University of California at Berkeley.,0.0,3.5681495666503906
215,"In the public imagination, however, Henson became synonymous with Uncle Tom."," In the public imagination however, Henson became synonymous with Uncle Tom.",0.09090909090909091,3.693713665008545
216,The University is a member of several organizations of colleges and universities., The University is a member of several organizations of colleges and universities.,0.0,3.637924909591675
217,Henry Ford donated much of the necessary land as did many local farmers., Henry Ford donated much of the necessary land as did many local farmers.,0.0,3.7019059658050537
218,"The current competition includes ""V Jump"" and ""Saikyo Jump"".", Decorate competition includes VJAP and Psycho JAP.,0.6666666666666666,3.580761194229126
219,No one has ever done it before., No one has ever done it before.,0.0,3.3519461154937744
220,What game do you want to play?, What game do you want to play?,0.0,3.3168418407440186
221,The completed chartering contract is known as a charter party., The completed chaudering conduct is known as chaudelpati.,0.5,3.7738349437713623
222,Its shape and coloration is reminiscent of a brown trout., Its shape and coloration is reminiscent of a brown trout.,0.0,3.5696840286254883
223,"Maybe the church, with the sycamore growing from within, had been haunted.", Maybe the church with the sycamore growing from within had been haunted.,0.16666666666666666,3.7651331424713135
224,It is important to note that not all postcards had images made by Haberkorn., It is important to note that all postcards had images made by Havocone.,0.14285714285714285,3.8813061714172363
225,The album was well received by several critics., The album was well received by several critics.,0.0,3.382511854171753
226,She also is a faculty member at the Tanglewood Music Center., She also is a faculty member at the Tanglewood Music Centre.,0.09090909090909091,3.695734977722168
227,There are three amino acid residues responsible for this G to M phase transition., There are three amino acid residues responsible for this G to M phase transition.,0.0,3.757202386856079
228,Modern traditions focus on sharing and social bonds., Modern traditions focus on sharing and social bonds.,0.0,3.3819057941436768
229,I'll go right after it., I will go right after it.,0.4,3.255999803543091
230,You will need to know to build your own custom environment., You need to know to build your own custom environment.,0.09090909090909091,3.5071017742156982
231,An awesome picture of a young woman jumping in the air, An awesome picture of a young woman jumping in the air.,0.09090909090909091,3.584527015686035
232,"Sure, see you there!"," Sure, see you there!",0.0,3.207894802093506
233,The bridge remained closed for the next two years., The bridge remained closed for the next two years.,0.0,3.439561128616333
234,Did you hear anything?, Did you hear anything?,0.0,3.1466939449310303
235,Some concurrent programming models include coprocesses and deterministic concurrency., Some concurrent programming models include code processes and data ministry concurrency.,0.4444444444444444,3.6258678436279297
236,"Major bodies of water include Lake Shastina, Dwinnell Reservoir and Trout Lake.", Major bodies of water include Lake Shistina to Annelle Reservoir and Trout Lake.,0.25,4.002604246139526
237,Some storms are worth the wreckage., Some stones are worth the wreckage.,0.16666666666666666,3.270012855529785
238,five, Bye!,1.0,2.9385874271392822
239,Alcoholics may also require treatment for other psychotropic drug addictions and drug dependences., alcohol leaks may also require treatment for other psychotropic drug addictions and drug dependence,0.23076923076923078,3.8121814727783203
240,The vamp of the shoe had a gold buckle., The vamp of the shoe had a gold buckle.,0.0,3.4999775886535645
241,Have you been to Japan?, Have you been to Japan?,0.0,3.1884095668792725
242,This convention is a natural., This convention is a natural.,0.0,3.202162742614746
243,"Unfortunately, there's not enough of that to be found in this game."," Unfortunately, there is not enough of that to be found in this game.",0.16666666666666666,3.752359628677368
244,So he decided to choose the area for opening up for cultivation.," So, he decided to chose the area for opening open for cultivation.",0.25,3.6990554332733154
245,three, 3,1.0,2.8924732208251953
246,"The final medal tally was led by host Vietnam, followed by Thailand and Indonesia.", The final medal tally was led by host Vietnam followed by Thailand and Indonesia. Full stop.,0.21428571428571427,4.082798004150391
247,The tea was a little bit too hot., The tea was a little bit too hot.,0.0,3.381916046142578
248,"Sisters Kimberly and Tiffany, and brother Ryan.", Sisters Kimberly and Tiffany and brother Ryan.,0.14285714285714285,3.339280128479004
249,It is the only Paxton Township statewide., It is only Paxton Township statewide.,0.14285714285714285,3.320078134536743
250,"Followers of Glabados use the word ""Faram"" to affirm their prayers.", The followers of laws have used the word with Gibson to affirm their prayers.,0.6363636363636364,20.740310430526733
251,After having advertised wine he sells vinegar., after having advertised wine he sells vinegar,0.2857142857142857,3.2787439823150635
252,It continues as a tollway until its terminus in Hillside., It continued as a tow light until it's turn and goes on.,0.8,3.693493366241455
253,Her mom took her to the judo class at four o'clock.," Hello, I'm return.",1.0,28.828015327453613
254,Thailand turned out to be a very satisfying holiday., Thailand turned out to be a very satisfying holiday.,0.0,3.4440882205963135
255,"The series' writers included McGovern, Danny Brocklehurst, Alice Nutter and Shaun Duggan."," The series writers included McGovern, Danny Brookless, Andy Snarter and Sean Duggan.",0.4166666666666667,4.003206491470337
256,"The towerblock pictured is the south face of Kestrel House on City Road, London.", The tower block picture is the south face of Kestrel House on City Road London.,0.2857142857142857,3.9394843578338623
257,It is next to Burnhamthorpe Collegiate Institute and the Burnhamthorpe Square office complex., It is next to Bern-Hammtorb Collegate Institute and the Bern-Hammtorb Square Office Complex.,0.38461538461538464,4.442137956619263
258,"However, he never fully recovered from his wounds and died relatively early."," I think I said that however, he never really followed from his dark relative entirely.",1.0833333333333333,3.8803722858428955
259,His first trainers was Vitaliy Khmelnytskyi., His firstTheme of upsetting him was Mr. Kon safety. But they didn'tech any listeners of the struck and,2.6666666666666665,34.872657775878906
260,Talk is a crucial link between parents and children., Talk is a crucial link between parents and children.,0.0,3.46047306060791
261,Morse found fame relatively late in life., Morse found fame relatively late in life.,0.0,3.317322015762329
262,Arizona Republican State Senator Karen Johnson joined the protest in support., Arizona Republican State Senator Karen Johnson joined the protest in support.,0.0,3.5679872035980225
263,Like an old fire horse., Like and note for a horse.,0.8,3.271432399749756
264,zero, Zero.,1.0,2.9460134506225586
265,Following is a list of civil wars in ancient Rome., Following is the last civil wars in ancient Rome.,0.3,3.4604597091674805
266,"Originally, the finale for the sixth season was promoted as a cliff-hanger.", originally the finale for the sixth season was promoted as a clip changer,0.25,3.703767776489258
267,I notice you still remember it.,,1.0,3.6979117393493652
268,The Atbara flows only while there is rain in Ethiopia and dries very rapidly., The Adbara flows only while there is rain in Ethiopia and dries very rapidly.,0.07142857142857142,3.8831677436828613
