,sample,prediction,WER,runtime
56,"What do you advise, sir?","What do you advise, sir?",0.0,33.588703632354736
57,"Charles looked on, angry that there was nothing he could do.","Charles looked on, angry that there was nothing he could do.",0.0,33.99540686607361
58,Alexandria and Texas were shut down mid-season.,Alexandria and Texas were shut down mid-season.,0.0,33.86116075515747
59,"Karina Smirnoff of ""Dancing With The Stars"" hosted the following month.",Karina Smurinoff of Dancing with the Stars hosted the following month.,0.45454545454545453,34.517817974090576
60,It is inhibited by the pneumotaxic centre.,It is inhibited by the Pneumotoxic Center.,0.2857142857142857,34.153618574142456
61,Her intro later appeared on the David Holmes Essential Collection.,Her intro later appeared on the David Holmes Essential Collection.,0.0,33.92110204696655
62,An important person in the life of Emile Claus was the painter Jenny Montigny.,An important person in the life of Amir Cross was the creator Jimmy Montigny.,0.2857142857142857,34.90479254722595
63,"In the United States, Federal Vehicle fleets refers to the federal government's vehicles.","In the United States, federal vehicle fleets refer to the federal government's vehicles.",0.23076923076923078,34.67509484291077
64,There is also a garnet mine in West Redding.,There is also a garnet mine in West Reading.,0.1111111111111111,34.1066370010376
65,"They hastily drive to the plane, and flee from the dangers of the mob.",They hastily drive to the plane and flee from the dangers of the mob.,0.07142857142857142,34.35211157798767
66,"It was won by a woman from Vara, Sweden.",It was when a woman from Vara sweated him.,0.5555555555555556,34.317944288253784
67,The prints are then delivered to the customer.,The prints are then delivered to the customers.,0.125,33.59934616088867
68,There was a long silence.,There was a long silence.,0.0,33.32713723182678
69,Maybe he just put it there for safe keeping?,Maybe he just put it there for safekeeping?,0.2222222222222222,33.80311346054077
70,"In spite of this, I still believed that there were men in Mars.",In spite of this I still believe that there were men in Mars.,0.15384615384615385,34.3862190246582
71,"The land was ruined, and I had to find some other way to earn a living.",The land was filled I had to find some other way to end it.,0.3125,34.61279630661011
72,"I pointed out Mars, a bright dot of light.",I pointed out Mars a bright dot of light.,0.1111111111111111,33.93280649185181
73,I wondered if those birds were redwings?,I wondered if those birds were red wings.,0.2857142857142857,33.91477704048157
74,The state plans to re-work those curves to improve safety.,The state plans to rework those groups to improve safety.,0.2,33.93944978713989
75,He ended up running to the bars which fortified the windows of the first floor.,He ended up running to the bars which fortified the windows of the first floor.,0.0,34.69738721847534
76,"She takes him to the lift, sending him downwards.",She take him to the leaf sending him downwards.,0.2222222222222222,34.027793407440186
77,"I know why I want to get back to my flock, he thought.","""I know why I want to get back to my flock,"" he thought.",0.15384615384615385,34.709866762161255
78,She is married to the rapper and playwright Baba Brinkman.,She is married to the rapper and playwright Baba Brinkman.,0.0,34.558335304260254
79,"Many notable problem and study composers are also International Judges, including Genrikh Kasparyan.",Many notable problem and study composers are also international judges including Gendrick Kasparian.,0.3076923076923077,34.90152549743652
80,Do you have Hugo's phone number?,Do you have Hugo's phone number?,0.0,33.66530466079712
81,"You should see the other guy, specifically, how good at fighting he is.","You should see the other guy, specifically how good at fighting he is.",0.07692307692307693,34.63395094871521
82,He is of African-American and Italian descent.,He is of African American and Italian descent.,0.2857142857142857,33.65728688240051
83,Lord Kingsdown funded the Kingsdown Church.,Lord King's Down funded the King's Down Church.,0.6666666666666666,33.74285864830017
84,That's not Carson Sphinx.,That's not Carson Spinks.,0.25,33.58447885513306
85,Lorenz is listed as a Swiss heritage site of national significance.,Orange is listed as a Swiss heritage site of national significance.,0.09090909090909091,34.14401412010193
86,I have never in life hit a tennis ball.,I have never in life hit a tennis ball.,0.0,33.93673610687256
87,No runoff was necessary.,No runoff was necessary.,0.0,33.41698718070984
88,He is the first known and undisputed member of the Gediminids.,He is the first known and undisputed member of the Geminids.,0.09090909090909091,34.63285779953003
89,"When it comes to the crunch, our company will become insolvent.","When it comes to the crunch, our company will become insolvent.",0.0,34.45469379425049
90,Lion Rock is located north west of Wong Tai Sin.,Lion Rock is located northwest of Wong Tai Sing.,0.3,33.83089852333069
91,He also established new schools throughout Spain.,He also established new schools throughout Spain.,0.0,33.914379358291626
92,Backface culling is a common trick to accelerate Three-D rendering.,Back face culling is a common trick to accelerate 3D rendering.,0.3,34.320361375808716
93,At dusk the Greek western flank was broken.,"At dusk, the Greek western flank was broken.",0.125,33.816948652267456
94,We should not take for granted how fortunate we have been.,We should not take for granted how fortunate we have been.,0.0,33.99513912200928
95,"Topical and up-to-the-minute, E!",Topical and up to the minute e.,1.25,33.8607816696167
96,The farmer works the soil and produces grain.,The farmer works the soil and produces grain.,0.0,33.62885141372681
97,Don’t you understand me?,Don't you understand me?,0.25,33.37061333656311
98,They found one such edge in Fairbairn's system.,They found one such edge in Fairbairn's system.,0.0,34.03823661804199
99,eight,Eight.,1.0,32.78746485710144
